id	name	descr	gene	fs_len	child_fs_len	org_name	kingdom	phylum	genus
55152	BM177_RS07060	ATP-binding protein	NA	NA	NA	Methylocapsa palsarum	Bacteria	Proteobacteria	Methylocapsa
39068	G572_RS0109400	ATP-binding protein	NA	NA	NA	Stappia stellulata DSM 5886	Bacteria	Proteobacteria	Stappia
41300	Q331_RS0109885	ATP-binding protein	NA	NA	NA	Afifella pfennigii DSM 17143	Bacteria	Proteobacteria	Afifella
56878	B9A15_RS12040	ATP-binding protein	NA	NA	NA	Fulvimarina manganoxydans	Bacteria	Proteobacteria	Fulvimarina
49037	AWJ14_RS11235	ATP-binding protein	NA	NA	NA	Hoeflea olei	Bacteria	Proteobacteria	Hoeflea
41427	Q333_RS0116215	ATP-binding protein	NA	NA	NA	Brevundimonas bacteroides DSM 4726	Bacteria	Proteobacteria	Brevundimonas
38026	F563_RS0102750	ATP-binding protein	NA	NA	NA	Elioraea tepidiphila DSM 17972	Bacteria	Proteobacteria	Elioraea
53355	BLR87_RS15765	ATP-binding protein	NA	NA	NA	Belnapia rosea	Bacteria	Proteobacteria	Belnapia
45535	AC438_RS04780	ATP-binding protein	NA	NA	NA	Marinagarivorans algicola	Bacteria	Proteobacteria	Marinagarivorans
32244	KT71_RS18370	ATP-dependent protease	NA	NA	NA	Congregibacter litoralis KT71	Bacteria	Proteobacteria	Congregibacter
51803	OLMES_RS04435	ATP-dependent protease	NA	NA	NA	Oleiphilus messinensis	Bacteria	Proteobacteria	Oleiphilus
37634	J057_RS01515	ATP-dependent protease	NA	NA	NA	Marinobacter nanhaiticus D15-8W	Bacteria	Proteobacteria	Marinobacter
38745	G322_RS0113065	ATP-dependent protease	NA	NA	NA	Psychromonas hadalis ATCC BAA-638	Bacteria	Proteobacteria	Psychromonas
46560	Lrub_RS10065	ATP-binding protein	NA	NA	NA	Legionella rubrilucens	Bacteria	Proteobacteria	Legionella
53448	BLT78_RS16490	ATP-dependent protease	NA	NA	NA	Pseudomonas oryzae	Bacteria	Proteobacteria	Pseudomonas
53634	BLU22_RS05860	ATP-dependent protease	NA	NA	NA	Pseudomonas guangdongensis	Bacteria	Proteobacteria	Pseudomonas
55528	BM297_RS11595	ATP-dependent protease	NA	NA	NA	Pseudomonas sagittaria	Bacteria	Proteobacteria	Pseudomonas
47703	A0T30_RS00880	ATP-binding protein	NA	NA	NA	Pseudomonas alcaligenes	Bacteria	Proteobacteria	Pseudomonas
53668	BLV15_RS02480	ATP-dependent protease	NA	NA	NA	Pseudomonas kuykendallii	Bacteria	Proteobacteria	Pseudomonas
52847	BLS63_RS19150	ATP-dependent protease	NA	NA	NA	Pseudomonas benzenivorans	Bacteria	Proteobacteria	Pseudomonas
53519	BLW24_RS06385	ATP-dependent protease	NA	NA	NA	Pseudomonas anguilliseptica	Bacteria	Proteobacteria	Pseudomonas
55013	BMZ32_RS08670	ATP-dependent protease	NA	NA	NA	Pseudomonas guineae	Bacteria	Proteobacteria	Pseudomonas
54667	BM198_RS00355	ATP-dependent protease	NA	NA	NA	Pseudomonas otitidis	Bacteria	Proteobacteria	Pseudomonas
55974	BUE40_RS14080	ATP-dependent protease	NA	NA	NA	Pseudomonas zeshuii	Bacteria	Proteobacteria	Pseudomonas
48663	A9C11_RS30670	ATP-binding protein	NA	NA	NA	Pseudomonas citronellolis	Bacteria	Proteobacteria	Pseudomonas
50860	PNI01S_RS18835	ATP-dependent protease	NA	NA	NA	Pseudomonas nitroreducens NBRC 12694	Bacteria	Proteobacteria	Pseudomonas
49957	BJP27_RS12645	ATP-dependent protease	NA	NA	NA	Pseudomonas psychrotolerans	Bacteria	Proteobacteria	Pseudomonas
29531	PA5290	hypothetical protein	NA	NA	NA	Pseudomonas aeruginosa PAO1	Bacteria	Proteobacteria	Pseudomonas
30742	PMEN_RS01285	ATP-dependent protease	NA	NA	NA	Pseudomonas mendocina ymp	Bacteria	Proteobacteria	Pseudomonas
46060	APZ15_RS35275	cobalamin biosynthesis protein CobT	NA	NA	NA	Burkholderia cepacia ATCC 25416	Bacteria	Proteobacteria	Burkholderia
30233	BXE_RS30550	cobalamin biosynthesis protein CobT	NA	NA	NA	Paraburkholderia xenovorans LB400	Bacteria	Proteobacteria	Paraburkholderia
55026	BM166_RS14260	VWA domain-containing protein	NA	NA	NA	Paraburkholderia megapolitana	Bacteria	Proteobacteria	Paraburkholderia
44609	WM40_RS10410	hypothetical protein	NA	NA	NA	Robbsia andropogonis	Bacteria	Proteobacteria	Robbsia
44245	BM43_RS16465	cobalamin biosynthesis protein CobT	NA	NA	NA	Burkholderia gladioli	Bacteria	Proteobacteria	Burkholderia
34960	PHAMO_RS17890	Porphyrin biosynthetic protein	NA	NA	NA	Phaeospirillum molischianum DSM 120	Bacteria	Proteobacteria	Phaeospirillum
40952	Q354_RS0112540	hypothetical protein	NA	NA	NA	Marinobacterium jannaschii DSM 6295	Bacteria	Proteobacteria	Marinobacterium
37998	F451_RS0109925	hypothetical protein	NA	NA	NA	Marinobacterium rhizophilum DSM 18822	Bacteria	Proteobacteria	Marinobacterium
53662	BLV15_RS05770	cobalamin biosynthesis protein CobT	NA	NA	NA	Pseudomonas kuykendallii	Bacteria	Proteobacteria	Pseudomonas
56162	BUE38_RS04750	cobalt chelatase	NA	NA	NA	Halomonas cupida	Bacteria	Proteobacteria	Halomonas
46318	AR456_RS13600	hypothetical protein	NA	NA	NA	Halomonas huangheensis	Bacteria	Proteobacteria	Halomonas
38671	LEUMU_RS0108010	cobaltochelatase	NA	NA	NA	Leucothrix mucor DSM 2157	Bacteria	Proteobacteria	Leucothrix
56923	B9N72_RS20360	cobalt chelatase	NA	NA	NA	Pseudogulbenkiania subflava DSM 22618	Bacteria	Proteobacteria	Pseudogulbenkiania
31138	BPHY_RS30930	cobaltochelatase	NA	NA	NA	Paraburkholderia phymatum STM815	Bacteria	Proteobacteria	Paraburkholderia
43936	RR42_RS33765	cobalt chelatase	NA	NA	NA	Cupriavidus basilensis	Bacteria	Proteobacteria	Cupriavidus
43451	NH14_RS16095	cobalt chelatase	NA	NA	NA	Paraburkholderia sacchari	Bacteria	Proteobacteria	Paraburkholderia
46053	APZ15_RS18835	cobalt chelatase	NA	NA	NA	Burkholderia cepacia ATCC 25416	Bacteria	Proteobacteria	Burkholderia
46946	AWB66_RS32010	cobalt chelatase	NA	NA	NA	Caballeronia telluris	Bacteria	Proteobacteria	Caballeronia
41395	BG61_RS37600	cobalt chelatase	NA	NA	NA	Caballeronia glathei	Bacteria	Proteobacteria	Caballeronia
30226	BXE_RS33465	cobaltochelatase	NA	NA	NA	Paraburkholderia xenovorans LB400	Bacteria	Proteobacteria	Paraburkholderia
46985	AWB82_RS15990	cobalt chelatase	NA	NA	NA	Caballeronia glebae	Bacteria	Proteobacteria	Caballeronia
41374	BG60_RS00475	cobaltochelatase	NA	NA	NA	Caballeronia zhejiangensis	Bacteria	Proteobacteria	Caballeronia
45458	H663_RS14190	hypothetical protein	NA	NA	NA	Limnohabitans planktonicus II-D5	Bacteria	Proteobacteria	Limnohabitans
45555	ISF6_RS21940	cobalt chelatase	NA	NA	NA	Ideonella sakaiensis	Bacteria	Proteobacteria	Ideonella
42750	O987_RS22135	cobalt chelatase	NA	NA	NA	Comamonas testosteroni TK102	Bacteria	Proteobacteria	Comamonas
29492	DACI_RS09965	cobaltochelatase	NA	NA	NA	Delftia acidovorans SPH-1	Bacteria	Proteobacteria	Delftia
46928	TT78_RS12485	cobalt chelatase	NA	NA	NA	Comamonas terrae	Bacteria	Proteobacteria	Comamonas
32828	VARPA_RS22005	cobaltochelatase	NA	NA	NA	Variovorax paradoxus EPS	Bacteria	Proteobacteria	Variovorax
38377	G369_RS0126535	cobaltochelatase	NA	NA	NA	Variovorax paradoxus 110B	Bacteria	Proteobacteria	Variovorax
52077	IMCC3135_RS07945	cobaltochelatase subunit CobT	NA	NA	NA	Granulosicoccus antarcticus IMCC3135	Bacteria	Proteobacteria	Granulosicoccus
52080	IMCC3135_RS32285	cobaltochelatase subunit CobT	NA	NA	NA	Granulosicoccus antarcticus IMCC3135	Bacteria	Proteobacteria	Granulosicoccus
51793	OLMES_RS05720	hypothetical protein	NA	NA	NA	Oleiphilus messinensis	Bacteria	Proteobacteria	Oleiphilus
41414	Q333_RS0107080	cobaltochelatase subunit CobT	NA	NA	NA	Brevundimonas bacteroides DSM 4726	Bacteria	Proteobacteria	Brevundimonas
32105	BRESU_RS03555	cobaltochelatase subunit CobT	NA	NA	NA	Brevundimonas subvibrioides ATCC 15264	Bacteria	Proteobacteria	Brevundimonas
30104	Rru_A0207	cobalt chelatase subunit CobT	NA	NA	NA	Rhodospirillum rubrum ATCC 11170	Bacteria	Proteobacteria	Rhodospirillum
52966	BLS85_RS05170	cobaltochelatase subunit CobT	NA	NA	NA	Rhodospira trueperi	Bacteria	Proteobacteria	Rhodospira
35771	C882_RS02590	cobaltochelatase subunit CobT	cobT	NA	NA	Caenispirillum salinarum AK4	Bacteria	Proteobacteria	Caenispirillum
52808	BLR95_RS01515	cobaltochelatase subunit CobT	NA	NA	NA	Roseospirillum parvum	Bacteria	Proteobacteria	Roseospirillum
34942	PHAMO_RS10445	cobaltochelatase subunit CobT	NA	NA	NA	Phaeospirillum molischianum DSM 120	Bacteria	Proteobacteria	Phaeospirillum
39165	H596_RS0104030	cobaltochelatase subunit CobT	NA	NA	NA	Rubritepida flocculans DSM 14296	Bacteria	Proteobacteria	Rubritepida
55165	BM041_RS05820	cobaltochelatase subunit CobT	cobT	NA	NA	Roseomonas stagni DSM 19981	Bacteria	Proteobacteria	Roseomonas
42960	EP26_RS17780	cobaltochelatase subunit CobT	NA	NA	NA	Belnapia moabensis DSM 16746	Bacteria	Proteobacteria	Belnapia
53341	BLR87_RS06940	cobaltochelatase subunit CobT	cobT	NA	NA	Belnapia rosea	Bacteria	Proteobacteria	Belnapia
33201	ACMV_RS08760	cobaltochelatase subunit CobT	cobT	NA	NA	Acidiphilium multivorum AIU301	Bacteria	Proteobacteria	Acidiphilium
41449	T342_RS0115375	cobaltochelatase subunit CobT	NA	NA	NA	Acidiphilium angustum ATCC 35903	Bacteria	Proteobacteria	Acidiphilium
38019	F563_RS0119970	cobaltochelatase subunit CobT	NA	NA	NA	Elioraea tepidiphila DSM 17972	Bacteria	Proteobacteria	Elioraea
40178	RHOSA_RS0115385	cobaltochelatase subunit CobT	NA	NA	NA	Rhodovibrio salinarum DSM 9154	Bacteria	Proteobacteria	Rhodovibrio
30653	RC1_RS14685	cobaltochelatase subunit CobT	cobT	NA	NA	Rhodospirillum centenum SW	Bacteria	Proteobacteria	Rhodospirillum
39070	G578_RS0119475	cobaltochelatase subunit CobT	NA	NA	NA	Thalassobaculum salexigens DSM 19539	Bacteria	Proteobacteria	Thalassobaculum
35066	P24_RS06930	cobaltochelatase subunit CobT	NA	NA	NA	Oceanibaculum indicum P24	Bacteria	Proteobacteria	Oceanibaculum
54983	BM064_RS13190	cobaltochelatase subunit CobT	cobT	NA	NA	Albimonas pacifica	Bacteria	Proteobacteria	Albimonas
43950	jaqu_RS02345	cobaltochelatase subunit CobT	NA	NA	NA	Jannaschia aquimarina	Bacteria	Proteobacteria	Jannaschia
46011	JDO7802_RS16855	cobaltochelatase subunit CobT	NA	NA	NA	Jannaschia donghaensis	Bacteria	Proteobacteria	Jannaschia
53839	BLV27_RS08500	cobaltochelatase subunit CobT	cobT	NA	NA	Jannaschia faecimaris	Bacteria	Proteobacteria	Jannaschia
55044	BM002_RS04740	cobaltochelatase subunit CobT	cobT	NA	NA	Jannaschia pohangensis	Bacteria	Proteobacteria	Jannaschia
50022	BV509_RS15655	cobaltochelatase subunit CobT	NA	NA	NA	Rhodovulum sulfidophilum	Bacteria	Proteobacteria	Rhodovulum
48274	A6W98_RS08430	cobaltochelatase subunit CobT	NA	NA	NA	Rhodovulum sulfidophilum DSM 1374	Bacteria	Proteobacteria	Rhodovulum
40790	ROSELON_RS15935	cobaltochelatase subunit CobT	NA	NA	NA	Roseibacterium elongatum DSM 19469	Bacteria	Proteobacteria	Roseibacterium
52718	BLT50_RS04580	cobaltochelatase subunit CobT	cobT	NA	NA	Lutimaribacter saemankumensis	Bacteria	Proteobacteria	Lutimaribacter
52009	ATO3_RS04870	cobaltochelatase subunit CobT	cobT	NA	NA	Marinibacterium profundimaris	Bacteria	Proteobacteria	Marinibacterium
46337	XM53_RS12065	cobaltochelatase subunit CobT	NA	NA	NA	Roseovarius atlanticus	Bacteria	Proteobacteria	Roseovarius
54094	BSG08_RS01015	cobaltochelatase subunit CobT	cobT	NA	NA	Roseovarius azorensis	Bacteria	Proteobacteria	Roseovarius
54166	BMX04_RS05315	cobaltochelatase subunit CobT	NA	NA	NA	Roseovarius tolerans	Bacteria	Proteobacteria	Roseovarius
50472	ROSMUCSMR3_RS17125	cobaltochelatase subunit CobT	cobT	NA	NA	Roseovarius mucosus	Bacteria	Proteobacteria	Roseovarius
46371	XM52_RS19300	cobaltochelatase subunit CobT	NA	NA	NA	Roseovarius indicus	Bacteria	Proteobacteria	Roseovarius
56448	BW975_RS07840	cobaltochelatase subunit CobT	NA	NA	NA	Roseovarius nanhaiticus	Bacteria	Proteobacteria	Roseovarius
45330	TR61_RS02810	cobaltochelatase subunit CobT	NA	NA	NA	Aestuariivita boseongensis	Bacteria	Proteobacteria	Aestuariivita
30288	RD1_RS15345	cobaltochelatase subunit CobT	cobT	NA	NA	Roseobacter denitrificans OCh 114	Bacteria	Proteobacteria	Roseobacter
32320	RLO149_RS12430	cobaltochelatase subunit CobT	cobT	NA	NA	Roseobacter litoralis Och 149	Bacteria	Proteobacteria	Roseobacter
41078	Z949_RS0110650	cobaltochelatase subunit CobT	NA	NA	NA	Sulfitobacter guttiformis KCTC 32187	Bacteria	Proteobacteria	Sulfitobacter
41049	Z946_RS0117155	cobaltochelatase subunit CobT	NA	NA	NA	Sulfitobacter noctilucicola	Bacteria	Proteobacteria	Sulfitobacter
45284	ATO11_RS00060	cobaltochelatase subunit CobT	NA	NA	NA	Aestuariivita atlantica	Bacteria	Proteobacteria	Aestuariivita
52929	BLQ71_RS09590	cobaltochelatase subunit CobT	NA	NA	NA	Mameliella alba	Bacteria	Proteobacteria	Mameliella
40277	ATO8_RS03805	cobaltochelatase subunit CobT	NA	NA	NA	Roseivivax atlanticus	Bacteria	Proteobacteria	Roseivivax
40358	OCH239_RS03425	cobaltochelatase subunit CobT	NA	NA	NA	Roseivivax halodurans JCM 10272	Bacteria	Proteobacteria	Roseivivax
56624	ROJ8625_RS12390	cobaltochelatase subunit CobT	NA	NA	NA	Roseivivax jejudonensis	Bacteria	Proteobacteria	Roseivivax
40410	RISW2_RS14025	cobaltochelatase subunit CobT	NA	NA	NA	Roseivivax isoporae LMG 25204	Bacteria	Proteobacteria	Roseivivax
56545	BW990_RS05330	cobaltochelatase subunit CobT	NA	NA	NA	Roseivivax lentus	Bacteria	Proteobacteria	Roseivivax
55541	BM171_RS07025	cobaltochelatase subunit CobT	cobT	NA	NA	Roseivivax halotolerans	Bacteria	Proteobacteria	Roseivivax
51415	MGEO_RS07265	cobaltochelatase subunit CobT	NA	NA	NA	Marivita geojedonensis	Bacteria	Proteobacteria	Marivita
55870	BUA42_RS15360	cobaltochelatase subunit CobT	NA	NA	NA	Marivita hallyeonensis	Bacteria	Proteobacteria	Marivita
51399	MCRY_RS08735	cobaltochelatase subunit CobT	NA	NA	NA	Marivita cryptomonadis	Bacteria	Proteobacteria	Marivita
46521	THS5294_RS12880	cobaltochelatase subunit CobT	NA	NA	NA	Thalassobacter stenotrophicus	Bacteria	Proteobacteria	Thalassobacter
42658	RCA23_RS05400	cobaltochelatase subunit CobT	NA	NA	NA	Planktomarina temperata RCA23	Bacteria	Proteobacteria	Planktomarina
44978	NIG5292_RS02995	cobaltochelatase subunit CobT	NA	NA	NA	Nereida ignava	Bacteria	Proteobacteria	Nereida
55841	BUA85_RS00950	cobaltochelatase subunit CobT	NA	NA	NA	Loktanella sediminum	Bacteria	Proteobacteria	Loktanella
56421	B0B09_RS00925	cobaltochelatase subunit CobT	NA	NA	NA	Loktanella rosea	Bacteria	Proteobacteria	Loktanella
55238	BM316_RS08305	cobaltochelatase subunit CobT	cobT	NA	NA	Loktanella litorea	Bacteria	Proteobacteria	Loktanella
54044	BMY44_RS07930	cobaltochelatase subunit CobT	cobT	NA	NA	Loktanella koreensis	Bacteria	Proteobacteria	Loktanella
51771	LOKVESSMR4R_RS05000	cobaltochelatase subunit CobT	cobT	NA	NA	Loktanella vestfoldensis	Bacteria	Proteobacteria	Loktanella
54194	BMX16_RS02125	cobaltochelatase subunit CobT	cobT	NA	NA	Loktanella fryxellensis	Bacteria	Proteobacteria	Loktanella
55691	BUA54_RS12600	cobaltochelatase subunit CobT	NA	NA	NA	Loktanella atrilutea	Bacteria	Proteobacteria	Loktanella
56650	PSJ8397_RS03440	cobaltochelatase subunit CobT	NA	NA	NA	Pseudooctadecabacter jejudonensis	Bacteria	Proteobacteria	Pseudooctadecabacter
30873	DSHI_RS13805	cobaltochelatase subunit CobT	cobT	NA	NA	Dinoroseobacter shibae DFL 12 = DSM 16493	Bacteria	Proteobacteria	Dinoroseobacter
55485	BM162_RS03670	cobaltochelatase subunit CobT	cobT	NA	NA	Tranquillimonas alkanivorans	Bacteria	Proteobacteria	Tranquillimonas
54226	BMX96_RS14800	cobaltochelatase subunit CobT	cobT	NA	NA	Maribius pelagius	Bacteria	Proteobacteria	Maribius
54576	BMZ25_RS11710	cobaltochelatase subunit CobT	cobT	NA	NA	Roseivivax roseus	Bacteria	Proteobacteria	Roseivivax
30066	RSP_1976	cobaltochelatase CobT subunit	cobT	NA	NA	Rhodobacter sphaeroides 2.4.1	Bacteria	Proteobacteria	Rhodobacter
30680	RSPH17025_RS15700	cobaltochelatase subunit CobT	cobT	NA	NA	Rhodobacter sphaeroides ATCC 17025	Bacteria	Proteobacteria	Rhodobacter
53677	BLV13_RS14385	cobaltochelatase subunit CobT	cobT	NA	NA	Roseicitreum antarcticum	Bacteria	Proteobacteria	Roseicitreum
46787	AWT76_RS10430	cobaltochelatase subunit CobT	NA	NA	NA	Roseibaca calidilacus	Bacteria	Proteobacteria	Roseibaca
49356	BG454_RS15540	cobaltochelatase subunit CobT	cobT	NA	NA	Rhodobaca barguzinensis	Bacteria	Proteobacteria	Rhodobaca
49383	BG455_RS15975	cobaltochelatase subunit CobT	NA	NA	NA	Roseinatronobacter thiooxidans	Bacteria	Proteobacteria	Roseinatronobacter
56514	BW949_RS15155	cobaltochelatase subunit CobT	NA	NA	NA	Rhodobacter vinaykumarii	Bacteria	Proteobacteria	Rhodobacter
56482	BW967_RS12765	cobaltochelatase subunit CobT	NA	NA	NA	Rhodobacter aestuarii	Bacteria	Proteobacteria	Rhodobacter
31445	RCAP_RS04185	cobaltochelatase subunit CobT	NA	NA	NA	Rhodobacter capsulatus SB 1003	Bacteria	Proteobacteria	Rhodobacter
56689	ROA7023_RS07650	cobaltochelatase subunit CobT	NA	NA	NA	Roseisalinus antarcticus	Bacteria	Proteobacteria	Roseisalinus
52999	BLT43_RS07375	cobaltochelatase subunit CobT	cobT	NA	NA	Loktanella pyoseonensis	Bacteria	Proteobacteria	Loktanella
38391	F812_RS0108280	cobaltochelatase subunit CobT	NA	NA	NA	Hyphomicrobium zavarzinii ATCC 27496	Bacteria	Proteobacteria	Hyphomicrobium
32495	RVAN_RS01495	cobaltochelatase subunit CobT	NA	NA	NA	Rhodomicrobium vannielii ATCC 17100	Bacteria	Proteobacteria	Rhodomicrobium
51889	BLEFHOIH_RS05755	cobaltochelatase subunit CobT	cobT	NA	NA	Rhodomicrobium sp. R_RK_3	Bacteria	Proteobacteria	Rhodomicrobium
32412	SADFL11_RS12015	cobaltochelatase subunit CobT	cobT	NA	NA	Labrenzia alexandrii DFL-11	Bacteria	Proteobacteria	Labrenzia
39046	G572_RS0107875	cobaltochelatase subunit CobT	NA	NA	NA	Stappia stellulata DSM 5886	Bacteria	Proteobacteria	Stappia
56858	B9A15_RS13320	cobaltochelatase subunit CobT	NA	NA	NA	Fulvimarina manganoxydans	Bacteria	Proteobacteria	Fulvimarina
32265	FP2506_RS00190	cobaltochelatase subunit CobT	NA	NA	NA	Fulvimarina pelagi HTCC2506	Bacteria	Proteobacteria	Fulvimarina
35085	QWE_RS02690	cobaltochelatase subunit CobT	cobT	NA	NA	Agrobacterium albertimagni AOL15	Bacteria	Proteobacteria	Agrobacterium
32289	HPDFL43_RS19540	cobaltochelatase subunit CobT	NA	NA	NA	Hoeflea phototrophica DFL-43	Bacteria	Proteobacteria	Hoeflea
49009	AWJ14_RS07200	cobaltochelatase subunit CobT	NA	NA	NA	Hoeflea olei	Bacteria	Proteobacteria	Hoeflea
39374	G407_RS0115250	cobaltochelatase subunit CobT	NA	NA	NA	Salinarimonas rosea DSM 21201	Bacteria	Proteobacteria	Salinarimonas
54932	BM249_RS02010	cobaltochelatase subunit CobT	cobT	NA	NA	Methylobacterium gossipiicola	Bacteria	Proteobacteria	Methylobacterium
31040	MRAD2831_RS50340	cobaltochelatase subunit CobT	cobT	NA	NA	Methylobacterium radiotolerans JCM 2831	Bacteria	Proteobacteria	Methylobacterium
53183	BLQ49_RS19360	cobaltochelatase subunit CobT	cobT	NA	NA	Methylobacterium phyllostachyos	Bacteria	Proteobacteria	Methylobacterium
31069	MPOP_RS17035	cobaltochelatase subunit CobT	cobT	NA	NA	Methylobacterium populi BJ001	Bacteria	Proteobacteria	Methylobacterium
47008	Maq22A_RS22405	cobaltochelatase subunit CobT	cobT	NA	NA	Methylobacterium aquaticum	Bacteria	Proteobacteria	Methylobacterium
37483	S58_RS34425	cobaltochelatase subunit CobT	NA	NA	NA	Bradyrhizobium oligotrophicum S58	Bacteria	Proteobacteria	Bradyrhizobium
40030	V510_RS0114010	cobaltochelatase subunit CobT	NA	NA	NA	Rhodopseudomonas palustris JSC-3b	Bacteria	Proteobacteria	Rhodopseudomonas
30379	RPE_RS00665	cobaltochelatase subunit CobT	cobT	NA	NA	Rhodopseudomonas palustris BisA53	Bacteria	Proteobacteria	Rhodopseudomonas
30244	RPC_RS02730	cobaltochelatase subunit CobT	cobT	NA	NA	Rhodopseudomonas palustris BisB18	Bacteria	Proteobacteria	Rhodopseudomonas
33026	TX73_RS02575	cobaltochelatase subunit CobT	cobT	NA	NA	Rhodopseudomonas palustris CGA009	Bacteria	Proteobacteria	Rhodopseudomonas
44091	OO17_RS00830	cobaltochelatase subunit CobT	NA	NA	NA	Rhodopseudomonas palustris	Bacteria	Proteobacteria	Rhodopseudomonas
30161	RPB_RS02750	cobaltochelatase subunit CobT	cobT	NA	NA	Rhodopseudomonas palustris HaA2	Bacteria	Proteobacteria	Rhodopseudomonas
57026	CFB24_RS16070	cobaltochelatase subunit CobT	cobT	NA	NA	Rhodoblastus acidophilus	Bacteria	Proteobacteria	Rhodoblastus
37754	A3OO_RS0101790	cobaltochelatase subunit CobT	NA	NA	NA	Methylocystis rosea SV97	Bacteria	Proteobacteria	Methylocystis
31414	MSIL_RS01625	cobaltochelatase subunit CobT	cobT	NA	NA	Methylocella silvestris BL2	Bacteria	Proteobacteria	Methylocella
55127	BM177_RS12330	cobaltochelatase subunit CobT	cobT	NA	NA	Methylocapsa palsarum	Bacteria	Proteobacteria	Methylocapsa
45676	ABB55_RS18730	cobaltochelatase subunit CobT	NA	NA	NA	Prosthecomicrobium hirschii	Bacteria	Proteobacteria	Prosthecomicrobium
45956	BVIR_RS00465	cobaltochelatase subunit CobT	NA	NA	NA	Blastochloris viridis	Bacteria	Proteobacteria	Blastochloris
41263	Q331_RS0114625	cobaltochelatase subunit CobT	NA	NA	NA	Afifella pfennigii DSM 17143	Bacteria	Proteobacteria	Afifella
53097	BLP76_RS14030	cobaltochelatase subunit CobT	cobT	NA	NA	Afifella marina DSM 2698	Bacteria	Proteobacteria	Afifella
38770	G566_RS0108945	cobaltochelatase subunit CobT	NA	NA	NA	Sandarakinorhabdus limnophila DSM 17366	Bacteria	Proteobacteria	Sandarakinorhabdus
40114	NX02_RS24835	cobaltochelatase subunit CobT	NA	NA	NA	Sphingomonas sanxanigenens DSM 19645 = NX02	Bacteria	Proteobacteria	Sphingomonas
44054	TS85_RS01240	cobaltochelatase subunit CobT	NA	NA	NA	Sphingomonas hengshuiensis	Bacteria	Proteobacteria	Sphingomonas
34211	ON00_RS07470	cobaltochelatase subunit CobT	cobT	NA	NA	Sphingomonas echinoides ATCC 14820	Bacteria	Proteobacteria	Sphingomonas
43633	NJ75_RS12635	cobaltochelatase subunit CobT	NA	NA	NA	Novosphingobium subterraneum	Bacteria	Proteobacteria	Novosphingobium
47729	SCA01S_RS00930	cobaltochelatase subunit CobT	NA	NA	NA	Novosphingobium capsulatum NBRC 12533	Bacteria	Proteobacteria	Novosphingobium
39327	G404_RS0100910	cobaltochelatase subunit CobT	NA	NA	NA	Novosphingobium acidiphilum DSM 19966	Bacteria	Proteobacteria	Novosphingobium
46825	AQZ52_RS16595	cobaltochelatase subunit CobT	NA	NA	NA	Novosphingobium fuchskuhlense	Bacteria	Proteobacteria	Novosphingobium
48723	A6F69_RS05930	cobaltochelatase subunit CobT	NA	NA	NA	Altererythrobacter ishigakiensis	Bacteria	Proteobacteria	Altererythrobacter
56236	BUA05_RS04200	cobaltochelatase subunit CobT	NA	NA	NA	Porphyrobacter sanguineus	Bacteria	Proteobacteria	Porphyrobacter
47332	AX679_RS13435	cobaltochelatase subunit CobT	NA	NA	NA	Porphyrobacter donghaensis	Bacteria	Proteobacteria	Porphyrobacter
51615	BZF57_RS06960	cobaltochelatase subunit CobT	NA	NA	NA	Porphyrobacter colymbi	Bacteria	Proteobacteria	Porphyrobacter
51637	BZF61_RS01635	cobaltochelatase subunit CobT	NA	NA	NA	Porphyrobacter tepidarius	Bacteria	Proteobacteria	Porphyrobacter
48743	A9D12_RS00425	cobaltochelatase subunit CobT	NA	NA	NA	Porphyrobacter neustonensis	Bacteria	Proteobacteria	Porphyrobacter
41643	EH31_RS04345	cobaltochelatase subunit CobT	NA	NA	NA	Erythrobacter longus	Bacteria	Proteobacteria	Erythrobacter
38933	G524_RS0106345	cobaltochelatase subunit CobT	NA	NA	NA	Porphyrobacter cryptus DSM 12079	Bacteria	Proteobacteria	Porphyrobacter
48826	I603_RS01025	cobaltochelatase subunit CobT	NA	NA	NA	Porphyrobacter dokdonensis DSW-74	Bacteria	Proteobacteria	Porphyrobacter
49092	Ga0102493_RS05400	cobaltochelatase subunit CobT	NA	NA	NA	Erythrobacter litoralis	Bacteria	Proteobacteria	Erythrobacter
32688	MMEL_RS0102360	cobaltochelatase subunit CobT	cobT	NA	NA	Citromicrobium bathyomarinum JL354	Bacteria	Proteobacteria	Citromicrobium
44850	AB731_RS11040	cobaltochelatase subunit CobT	NA	NA	NA	Erythrobacter marinus	Bacteria	Proteobacteria	Erythrobacter
47301	AX673_RS08425	cobaltochelatase subunit CobT	cobT	NA	NA	Acidovorax delafieldii	Bacteria	Proteobacteria	Acidovorax
40751	G570_RS03215	cobaltochelatase subunit CobT	NA	NA	NA	Sphingomonas jaspsi DSM 18422	Bacteria	Proteobacteria	Sphingomonas
41578	BS69_RS0108625	cobaltochelatase subunit CobT	NA	NA	NA	Sphingomonas astaxanthinifaciens DSM 22298	Bacteria	Proteobacteria	Sphingomonas
46360	XM53_RS06300	DUF3520 domain-containing protein	NA	NA	NA	Roseovarius atlanticus	Bacteria	Proteobacteria	Roseovarius
41073	Z946_RS0106890	DUF3520 domain-containing protein	NA	NA	NA	Sulfitobacter noctilucicola	Bacteria	Proteobacteria	Sulfitobacter
