name	descr	gene	prot_len	fs_len	org_name	kingdom	phylum	genus
DEIMA_RS01065	VWA domain-containing protein	NA	610	NA	Deinococcus maricopensis DSM 21211	Bacteria	Deinococcus-Thermus	Deinococcus
DEIMA_RS01060	cobaltochelatase subunit CobN	NA	1446	NA	Deinococcus maricopensis DSM 21211	Bacteria	Deinococcus-Thermus	Deinococcus
DEIMA_RS15310	magnesium chelatase	NA	480	NA	Deinococcus maricopensis DSM 21211	Bacteria	Deinococcus-Thermus	Deinococcus
DESPR_RS15595	magnesium chelatase	NA	681	NA	Desulfobulbus propionicus DSM 2032	Bacteria	Proteobacteria	Desulfobulbus
DESPR_RS15605	cobaltochelatase subunit CobN	NA	1259	NA	Desulfobulbus propionicus DSM 2032	Bacteria	Proteobacteria	Desulfobulbus
DESPR_RS15545	cobalamin biosynthesis protein CobN	NA	1258	NA	Desulfobulbus propionicus DSM 2032	Bacteria	Proteobacteria	Desulfobulbus
DESPR_RS15665	magnesium chelatase	NA	1323	NA	Desulfobulbus propionicus DSM 2032	Bacteria	Proteobacteria	Desulfobulbus
DESPR_RS15590	magnesium chelatase	NA	346	NA	Desulfobulbus propionicus DSM 2032	Bacteria	Proteobacteria	Desulfobulbus
HMPREF9443_RS06460	VWA domain-containing protein	NA	651	NA	Phascolarctobacterium succinatutens YIT 12067	Bacteria	Firmicutes	Phascolarctobacterium
HMPREF9443_RS06455	magnesium chelatase	NA	342	NA	Phascolarctobacterium succinatutens YIT 12067	Bacteria	Firmicutes	Phascolarctobacterium
HMPREF9443_RS07460	cobaltochelatase subunit CobN	cobN	1239	NA	Phascolarctobacterium succinatutens YIT 12067	Bacteria	Firmicutes	Phascolarctobacterium
METTU_RS20015	VWA domain-containing protein	NA	629	NA	Methylobacter tundripaludum SV96	Bacteria	Proteobacteria	Methylobacter
METTU_RS20025	cobaltochelatase subunit CobN	NA	1429	NA	Methylobacter tundripaludum SV96	Bacteria	Proteobacteria	Methylobacter
METBO_RS11240	VWA domain-containing protein	NA	711	NA	Methanobacterium lacus	Archaea	Euryarchaeota	Methanobacterium
SCNU_RS05095	cobaltochelatase subunit CobN	NA	1211	NA	Gordonia neofelifaecis NRRL B-59395	Bacteria	Actinobacteria	Gordonia
SCNU_RS08220	VWA domain-containing protein	NA	624	NA	Gordonia neofelifaecis NRRL B-59395	Bacteria	Actinobacteria	Gordonia
SCNU_RS12245	magnesium chelatase	NA	486	NA	Gordonia neofelifaecis NRRL B-59395	Bacteria	Actinobacteria	Gordonia
MARME_RS06230	VWA domain-containing protein	NA	600	NA	Marinomonas mediterranea MMB-1	Bacteria	Proteobacteria	Marinomonas
MARME_RS06440	cobaltochelatase subunit CobN	NA	1281	NA	Marinomonas mediterranea MMB-1	Bacteria	Proteobacteria	Marinomonas
ARCVE_RS08930	VWA domain-containing protein	NA	628	NA	Archaeoglobus veneficus SNP6	Archaea	Euryarchaeota	Archaeoglobus
ARCVE_RS08190	cobaltochelatase	NA	1164	NA	Archaeoglobus veneficus SNP6	Archaea	Euryarchaeota	Archaeoglobus
ARCVE_RS05750	ATPase	NA	476	NA	Archaeoglobus veneficus SNP6	Archaea	Euryarchaeota	Archaeoglobus
DESAC_RS14805	magnesium chelatase	NA	362	NA	Desulfobacca acetoxidans DSM 11109	Bacteria	Proteobacteria	Desulfobacca
DESAC_RS14805_fs_DESAC_RS14800	magnesium chelatase | VWA domain-containing protein	NA	659	-1	Desulfobacca acetoxidans DSM 11109	Bacteria	Proteobacteria	Desulfobacca
DESAC_RS12470	VWA domain-containing protein	NA	678	NA	Desulfobacca acetoxidans DSM 11109	Bacteria	Proteobacteria	Desulfobacca
DESAC_RS12475	cobaltochelatase subunit CobN	NA	1308	NA	Desulfobacca acetoxidans DSM 11109	Bacteria	Proteobacteria	Desulfobacca
DESAC_RS01690	cobaltochelatase	NA	1399	NA	Desulfobacca acetoxidans DSM 11109	Bacteria	Proteobacteria	Desulfobacca
DESAC_RS11095	cobaltochelatase	NA	1360	NA	Desulfobacca acetoxidans DSM 11109	Bacteria	Proteobacteria	Desulfobacca
DESAC_RS12465	magnesium chelatase	NA	352	NA	Desulfobacca acetoxidans DSM 11109	Bacteria	Proteobacteria	Desulfobacca
TX73_RS07690	magnesium chelatase ATPase subunit D	bchD	590	NA	Rhodopseudomonas palustris CGA009	Bacteria	Proteobacteria	Rhodopseudomonas
TX73_RS07685	magnesium chelatase ATPase subunit I	bchI	340	NA	Rhodopseudomonas palustris CGA009	Bacteria	Proteobacteria	Rhodopseudomonas
TX73_RS03695	cobaltochelatase subunit CobN	NA	1249	NA	Rhodopseudomonas palustris CGA009	Bacteria	Proteobacteria	Rhodopseudomonas
TX73_RS02575	cobaltochelatase subunit CobT	cobT	634	NA	Rhodopseudomonas palustris CGA009	Bacteria	Proteobacteria	Rhodopseudomonas
TX73_RS02585	cobaltochelatase subunit CobS	cobS	331	NA	Rhodopseudomonas palustris CGA009	Bacteria	Proteobacteria	Rhodopseudomonas
TX73_RS07870	magnesium chelatase subunit H	NA	1248	NA	Rhodopseudomonas palustris CGA009	Bacteria	Proteobacteria	Rhodopseudomonas
TX73_RS12220	cobaltochelatase subunit CobN	NA	1300	NA	Rhodopseudomonas palustris CGA009	Bacteria	Proteobacteria	Rhodopseudomonas
BQ2027_MB2875C	POSSIBLE MAGNESIUM CHELATASE	NA	629	NA	Mycobacterium bovis AF2122/97	Bacteria	Actinobacteria	Mycobacterium
BQ2027_MB2088C	cobalamin biosynthesis protein cobn	cobN	1194	NA	Mycobacterium bovis AF2122/97	Bacteria	Actinobacteria	Mycobacterium
TA_RS02970	VWA domain-containing protein	NA	617	NA	Thermoplasma acidophilum DSM 1728	Archaea	Euryarchaeota	Thermoplasma
Rv2850c	magnesium chelatase	NA	629	NA	Mycobacterium tuberculosis H37Rv	Bacteria	Actinobacteria	Mycobacterium
Rv2062c	cobalamin biosynthesis protein CobN	cobN	1194	NA	Mycobacterium tuberculosis H37Rv	Bacteria	Actinobacteria	Mycobacterium
DGEO_RS00645	VWA domain-containing protein	NA	566	NA	Deinococcus geothermalis DSM 11300	Bacteria	Deinococcus-Thermus	Deinococcus
DGEO_RS00635	cobaltochelatase subunit CobN	NA	1444	NA	Deinococcus geothermalis DSM 11300	Bacteria	Deinococcus-Thermus	Deinococcus
DGEO_RS04715	magnesium chelatase	NA	486	NA	Deinococcus geothermalis DSM 11300	Bacteria	Deinococcus-Thermus	Deinococcus
PSED_RS13630	VWA domain-containing protein	NA	749	NA	Pseudonocardia dioxanivorans CB1190	Bacteria	Actinobacteria	Pseudonocardia
PSED_RS15115	cobaltochelatase subunit CobN	NA	1201	NA	Pseudonocardia dioxanivorans CB1190	Bacteria	Actinobacteria	Pseudonocardia
PSED_RS16650	magnesium chelatase	NA	466	NA	Pseudonocardia dioxanivorans CB1190	Bacteria	Actinobacteria	Pseudonocardia
REQ_RS09160	VWA domain-containing protein	NA	633	NA	Rhodococcus hoagii 103S	Bacteria	Actinobacteria	Rhodococcus
REQ_RS11555	cobaltochelatase subunit CobN	NA	1198	NA	Rhodococcus hoagii 103S	Bacteria	Actinobacteria	Rhodococcus
AMED_7054	magnesium chelatase subunit ChlD	chlD	646	NA	Amycolatopsis mediterranei U32	Bacteria	Actinobacteria	Amycolatopsis
AMED_7069	cobaltochelatase CobN	cobN	1187	NA	Amycolatopsis mediterranei U32	Bacteria	Actinobacteria	Amycolatopsis
AMED_4934	magnesium chelatase subunit ChlI	chlI	465	NA	Amycolatopsis mediterranei U32	Bacteria	Actinobacteria	Amycolatopsis
ANT_RS02670	magnesium chelatase	NA	365	NA	Anaerolinea thermophila UNI-1	Bacteria	Chloroflexi	Anaerolinea
ANT_RS02670_fs_ANT_RS02675	magnesium chelatase | VWA domain-containing protein	NA	694	-1	Anaerolinea thermophila UNI-1	Bacteria	Chloroflexi	Anaerolinea
ANT_RS05835	magnesium chelatase, ChlI subunit	NA	394	NA	Anaerolinea thermophila UNI-1	Bacteria	Chloroflexi	Anaerolinea
ACMV_RS17430	cobaltochelatase subunit CobN	NA	1084	NA	Acidiphilium multivorum AIU301	Bacteria	Proteobacteria	Acidiphilium
ACMV_RS09435	magnesium chelatase ATPase subunit I	bchI	340	NA	Acidiphilium multivorum AIU301	Bacteria	Proteobacteria	Acidiphilium
ACMV_RS09480	magnesium chelatase subunit H	bchH	1205	NA	Acidiphilium multivorum AIU301	Bacteria	Proteobacteria	Acidiphilium
ACMV_RS08765	cobaltochelatase subunit CobS	cobS	338	NA	Acidiphilium multivorum AIU301	Bacteria	Proteobacteria	Acidiphilium
ACMV_RS08760	cobaltochelatase subunit CobT	cobT	622	NA	Acidiphilium multivorum AIU301	Bacteria	Proteobacteria	Acidiphilium
ACMV_RS09430	VWA domain-containing protein	bchD	563	NA	Acidiphilium multivorum AIU301	Bacteria	Proteobacteria	Acidiphilium
SCO1850	chelatase	NA	672	NA	Streptomyces coelicolor A3(2)	Bacteria	Actinobacteria	Streptomyces
SCO1849	cobaltochelatase subunit CobN	cobN	1217	NA	Streptomyces coelicolor A3(2)	Bacteria	Actinobacteria	Streptomyces
SCO5277	magnesium chelatase	NA	309	NA	Streptomyces coelicolor A3(2)	Bacteria	Actinobacteria	Streptomyces
MCON_RS02905	VWA domain-containing protein	NA	686	NA	Methanothrix soehngenii GP6	Archaea	Euryarchaeota	Methanothrix
MCON_RS09495	VWA domain-containing protein	NA	680	NA	Methanothrix soehngenii GP6	Archaea	Euryarchaeota	Methanothrix
MCON_RS02845	cobaltochelatase subunit CobN	NA	1251	NA	Methanothrix soehngenii GP6	Archaea	Euryarchaeota	Methanothrix
MCON_RS02880	cobaltochelatase subunit CobN	NA	1282	NA	Methanothrix soehngenii GP6	Archaea	Euryarchaeota	Methanothrix
MCON_RS09425	cobaltochelatase subunit CobN	NA	1239	NA	Methanothrix soehngenii GP6	Archaea	Euryarchaeota	Methanothrix
SGM_RS12500	MoxR family ATPase	NA	321	NA	Streptomyces griseoaurantiacus M045	Bacteria	Actinobacteria	Streptomyces
SGM_RS28220	VWA domain-containing protein	NA	667	NA	Streptomyces griseoaurantiacus M045	Bacteria	Actinobacteria	Streptomyces
SGM_RS28215	cobaltochelatase subunit CobN	NA	1222	NA	Streptomyces griseoaurantiacus M045	Bacteria	Actinobacteria	Streptomyces
MCUP_RS01025	VWA domain-containing protein	NA	607	NA	Metallosphaera cuprina Ar-4	Archaea	Crenarchaeota	Metallosphaera
MCUP_RS01020	cobalamin biosynthesis protein CobN	NA	1152	NA	Metallosphaera cuprina Ar-4	Archaea	Crenarchaeota	Metallosphaera
SELSP_RS06110	VWA domain-containing protein	NA	648	NA	Selenomonas sputigena ATCC 35185	Bacteria	Firmicutes	Selenomonas
SELSP_RS06100	cobaltochelatase subunit CobN	NA	1230	NA	Selenomonas sputigena ATCC 35185	Bacteria	Firmicutes	Selenomonas
SELSP_RS06115	magnesium chelatase	NA	339	NA	Selenomonas sputigena ATCC 35185	Bacteria	Firmicutes	Selenomonas
NIES39_RS16650	magnesium chelatase ATPase subunit D	NA	663	NA	Arthrospira platensis NIES-39	Bacteria	Cyanobacteria	Arthrospira
NIES39_RS01035	cobaltochelatase subunit CobN	NA	1240	NA	Arthrospira platensis NIES-39	Bacteria	Cyanobacteria	Arthrospira
NIES39_RS08485	magnesium chelatase subunit H	NA	1327	NA	Arthrospira platensis NIES-39	Bacteria	Cyanobacteria	Arthrospira
NIES39_RS00565	magnesium chelatase ATPase subunit I	NA	365	NA	Arthrospira platensis NIES-39	Bacteria	Cyanobacteria	Arthrospira
HGR_RS12685	magnesium chelatase	NA	405	NA	Hylemonella gracilis ATCC 19624	Bacteria	Proteobacteria	Hylemonella
HGR_RS12685_fs_HGR_RS12680	magnesium chelatase | VWA domain-containing protein	NA	630	-1	Hylemonella gracilis ATCC 19624	Bacteria	Proteobacteria	Hylemonella
HGR_RS12690	cobaltochelatase subunit CobN	NA	1300	NA	Hylemonella gracilis ATCC 19624	Bacteria	Proteobacteria	Hylemonella
PSEFU_RS22170	magnesium chelatase	NA	335	NA	Pseudomonas fulva 12-X	Bacteria	Proteobacteria	Pseudomonas
PSEFU_RS22170_fs_PSEFU_RS22165	magnesium chelatase | VWA domain-containing protein	NA	562	-1	Pseudomonas fulva 12-X	Bacteria	Proteobacteria	Pseudomonas
PSEFU_RS22200	cobaltochelatase subunit CobN	NA	1244	NA	Pseudomonas fulva 12-X	Bacteria	Proteobacteria	Pseudomonas
HMPREF9081_RS09510	VWA domain-containing protein	NA	633	NA	Centipeda periodontii DSM 2778	Bacteria	Firmicutes	Centipeda
HMPREF9081_RS09500	cobaltochelatase subunit CobN	NA	1227	NA	Centipeda periodontii DSM 2778	Bacteria	Firmicutes	Centipeda
HMPREF9081_RS09515	magnesium chelatase	NA	343	NA	Centipeda periodontii DSM 2778	Bacteria	Firmicutes	Centipeda
METUNV1_RS18945	magnesium chelatase ATPase subunit I	bchI	339	NA	Methyloversatilis universalis FAM5	Bacteria	Proteobacteria	Methyloversatilis
METUNV1_RS19080	magnesium chelatase subunit H	NA	1258	NA	Methyloversatilis universalis FAM5	Bacteria	Proteobacteria	Methyloversatilis
METUNV1_RS18950	VWA domain-containing protein	bchD	615	NA	Methyloversatilis universalis FAM5	Bacteria	Proteobacteria	Methyloversatilis
JDM601_RS15885	VWA domain-containing protein	NA	658	NA	Mycobacterium sinense	Bacteria	Actinobacteria	Mycobacterium
JDM601_RS15950	cobaltochelatase subunit CobN	NA	1193	NA	Mycobacterium sinense	Bacteria	Actinobacteria	Mycobacterium
JDM601_RS04585	magnesium chelatase	NA	462	NA	Mycobacterium sinense	Bacteria	Actinobacteria	Mycobacterium
AS9A_RS07780	VWA domain-containing protein	NA	646	NA	Hoyosella subflava DQS3-9A1	Bacteria	Actinobacteria	Hoyosella
AS9A_RS00720	ATP-binding protein	NA	312	NA	Hoyosella subflava DQS3-9A1	Bacteria	Actinobacteria	Hoyosella
AS9A_RS09910	cobaltochelatase subunit CobN	NA	1200	NA	Hoyosella subflava DQS3-9A1	Bacteria	Actinobacteria	Hoyosella
AS9A_RS00715	VWA domain-containing protein	NA	503	NA	Hoyosella subflava DQS3-9A1	Bacteria	Actinobacteria	Hoyosella
MAR181_RS04460	VWA domain-containing protein	NA	584	NA	Marinomonas posidonica IVIA-Po-181	Bacteria	Proteobacteria	Marinomonas
MAR181_RS13060	cobaltochelatase subunit CobN	NA	1277	NA	Marinomonas posidonica IVIA-Po-181	Bacteria	Proteobacteria	Marinomonas
METIG_RS02945	magnesium chelatase	NA	358	NA	Methanotorris igneus Kol 5	Archaea	Euryarchaeota	Methanotorris
METIG_RS02945_fs_METIG_RS02940	magnesium chelatase | VWA domain-containing protein	NA	692	-1	Methanotorris igneus Kol 5	Archaea	Euryarchaeota	Methanotorris
METIG_RS02665	cobaltochelatase subunit CobN	NA	1227	NA	Methanotorris igneus Kol 5	Archaea	Euryarchaeota	Methanotorris
METIG_RS02955	cobaltochelatase subunit CobN	NA	1204	NA	Methanotorris igneus Kol 5	Archaea	Euryarchaeota	Methanotorris
MSWAN_RS01865	VWA domain-containing protein	NA	731	NA	Methanobacterium paludis	Archaea	Euryarchaeota	Methanobacterium
PYCH_RS00205	VWA domain-containing protein	NA	637	NA	Pyrococcus yayanosii CH1	Archaea	Euryarchaeota	Pyrococcus
PYCH_RS00210	cobaltochelatase subunit CobN	NA	1252	NA	Pyrococcus yayanosii CH1	Archaea	Euryarchaeota	Pyrococcus
HALXA_RS10270	VWA domain-containing protein	NA	731	NA	Halopiger xanaduensis SH-6	Archaea	Euryarchaeota	Halopiger
HALXA_RS10275	cobaltochelatase subunit CobN	cobN	1300	NA	Halopiger xanaduensis SH-6	Archaea	Euryarchaeota	Halopiger
THEIN_RS10200	VWA domain-containing protein	NA	647	NA	Thermodesulfatator indicus DSM 15286	Bacteria	Thermodesulfobacteria	Thermodesulfatator
THEIN_RS02900	cobaltochelatase subunit CobN	NA	1242	NA	Thermodesulfatator indicus DSM 15286	Bacteria	Thermodesulfobacteria	Thermodesulfatator
THEIN_RS10195	magnesium chelatase	NA	327	NA	Thermodesulfatator indicus DSM 15286	Bacteria	Thermodesulfobacteria	Thermodesulfatator
GYY_RS04120	magnesium chelatase	NA	360	NA	Methanococcus maripaludis X1	Archaea	Euryarchaeota	Methanococcus
GYY_RS04120_fs_GYY_RS04125	magnesium chelatase | VWA domain-containing protein	NA	645	-1	Methanococcus maripaludis X1	Archaea	Euryarchaeota	Methanococcus
GYY_RS04115	cobaltochelatase	NA	1290	NA	Methanococcus maripaludis X1	Archaea	Euryarchaeota	Methanococcus
GYY_RS04020	cobalamin biosynthesis protein CobN	NA	1432	NA	Methanococcus maripaludis X1	Archaea	Euryarchaeota	Methanococcus
HAH_RS01305	VWA domain-containing protein	NA	720	NA	Haloarcula hispanica ATCC 33960	Archaea	Euryarchaeota	Haloarcula
HAH_RS01310	cobaltochelatase subunit CobN	NA	1298	NA	Haloarcula hispanica ATCC 33960	Archaea	Euryarchaeota	Haloarcula
THIMADRAFT_RS02905	magnesium chelatase ATPase subunit D	bchD	599	NA	Thiocapsa marina 5811	Bacteria	Proteobacteria	Thiocapsa
THIMADRAFT_RS02900	magnesium chelatase ATPase subunit I	bchI	341	NA	Thiocapsa marina 5811	Bacteria	Proteobacteria	Thiocapsa
THIMADRAFT_RS05305	magnesium chelatase subunit H	NA	1245	NA	Thiocapsa marina 5811	Bacteria	Proteobacteria	Thiocapsa
MARPU_RS13150	magnesium chelatase	NA	606	NA	Marichromatium purpuratum 984	Bacteria	Proteobacteria	Marichromatium
MARPU_RS13155	magnesium chelatase ATPase subunit I	NA	342	NA	Marichromatium purpuratum 984	Bacteria	Proteobacteria	Marichromatium
MARPU_RS13690	magnesium chelatase subunit H	NA	1248	NA	Marichromatium purpuratum 984	Bacteria	Proteobacteria	Marichromatium
THIDRDRAFT_RS07895	magnesium chelatase subunit H	NA	1246	NA	Thiorhodococcus drewsii AZ1	Bacteria	Proteobacteria	Thiorhodococcus
THIDRDRAFT_RS20230	magnesium chelatase ATPase subunit D	bchD	603	NA	Thiorhodococcus drewsii AZ1	Bacteria	Proteobacteria	Thiorhodococcus
THIDRDRAFT_RS20225	magnesium chelatase ATPase subunit I	bchI	342	NA	Thiorhodococcus drewsii AZ1	Bacteria	Proteobacteria	Thiorhodococcus
SZN_RS19815	VWA domain-containing protein	NA	665	NA	Streptomyces zinciresistens K42	Bacteria	Actinobacteria	Streptomyces
SZN_RS19820	cobaltochelatase subunit CobN	NA	1217	NA	Streptomyces zinciresistens K42	Bacteria	Actinobacteria	Streptomyces
ON04_RS13610	VWA domain-containing protein	NA	739	NA	Dietzia alimentaria 72	Bacteria	Actinobacteria	Dietzia
ON04_RS13715	cobaltochelatase subunit CobN	NA	1244	NA	Dietzia alimentaria 72	Bacteria	Actinobacteria	Dietzia
CABTHER_RS01970	magnesium chelatase ATPase subunit D	NA	629	NA	Chloracidobacterium thermophilum B	Bacteria	Acidobacteria	Chloracidobacterium
CABTHER_RS03770	magnesium chelatase ATPase subunit I	NA	390	NA	Chloracidobacterium thermophilum B	Bacteria	Acidobacteria	Chloracidobacterium
CABTHER_RS02890	magnesium chelatase	NA	498	NA	Chloracidobacterium thermophilum B	Bacteria	Acidobacteria	Chloracidobacterium
CABTHER_RS12495	cobaltochelatase subunit CobN	NA	1306	NA	Chloracidobacterium thermophilum B	Bacteria	Acidobacteria	Chloracidobacterium
CABTHER_RS11505	magnesium chelatase subunit H	NA	1277	NA	Chloracidobacterium thermophilum B	Bacteria	Acidobacteria	Chloracidobacterium
CHINAEXTREME_RS18550	VWA domain-containing protein	NA	744	NA	Halobiforma lacisalsi AJ5	Archaea	Euryarchaeota	Halobiforma
CHINAEXTREME_RS18555	cobaltochelatase subunit CobN	NA	1317	NA	Halobiforma lacisalsi AJ5	Archaea	Euryarchaeota	Halobiforma
THISIDRAFT_RS02790	magnesium chelatase ATPase subunit I	NA	352	NA	Thiorhodospira sibirica ATCC 700588	Bacteria	Proteobacteria	Thiorhodospira
THISIDRAFT_RS02830	magnesium chelatase subunit H	NA	1259	NA	Thiorhodospira sibirica ATCC 700588	Bacteria	Proteobacteria	Thiorhodospira
THISIDRAFT_RS02785	magnesium chelatase ATPase subunit D	NA	608	NA	Thiorhodospira sibirica ATCC 700588	Bacteria	Proteobacteria	Thiorhodospira
THISIDRAFT_RS10610	cobaltochelatase subunit CobN	NA	1299	NA	Thiorhodospira sibirica ATCC 700588	Bacteria	Proteobacteria	Thiorhodospira
THIVI_RS08930	magnesium chelatase ATPase subunit D	bchD	611	NA	Thiocystis violascens DSM 198	Bacteria	Proteobacteria	Thiocystis
THIVI_RS08935	magnesium chelatase ATPase subunit I	bchI	342	NA	Thiocystis violascens DSM 198	Bacteria	Proteobacteria	Thiocystis
THIVI_RS11655	magnesium chelatase subunit H	NA	1243	NA	Thiocystis violascens DSM 198	Bacteria	Proteobacteria	Thiocystis
NATGR_RS00545	VWA domain-containing protein	NA	690	NA	Natronobacterium gregoryi SP2	Archaea	Euryarchaeota	Natronobacterium
NATGR_RS00550	cobaltochelatase subunit CobN	NA	1300	NA	Natronobacterium gregoryi SP2	Archaea	Euryarchaeota	Natronobacterium
NATPE_RS12795	VWA domain-containing protein	NA	746	NA	Natrinema pellirubrum DSM 15624	Archaea	Euryarchaeota	Natrinema
NATPE_RS12790	cobaltochelatase subunit CobN	cobN	1298	NA	Natrinema pellirubrum DSM 15624	Archaea	Euryarchaeota	Natrinema
MYCRHN_RS27750	VWA domain-containing protein	NA	607	NA	Mycobacterium rhodesiae NBB3	Bacteria	Actinobacteria	Mycobacterium
MYCRHN_RS24740	cobaltochelatase subunit CobN	NA	1194	NA	Mycobacterium rhodesiae NBB3	Bacteria	Actinobacteria	Mycobacterium
MYCRHN_RS16180	magnesium chelatase	NA	461	NA	Mycobacterium rhodesiae NBB3	Bacteria	Actinobacteria	Mycobacterium
MYCRHDRAFT_RS03150	magnesium chelatase	NA	460	NA	Mycobacterium rhodesiae JS60	Bacteria	Actinobacteria	Mycobacterium
MYCRHDRAFT_RS19335	cobaltochelatase subunit CobN	NA	1190	NA	Mycobacterium rhodesiae JS60	Bacteria	Actinobacteria	Mycobacterium
MYCRHDRAFT_RS34095	VWA domain-containing protein	NA	603	NA	Mycobacterium rhodesiae JS60	Bacteria	Actinobacteria	Mycobacterium
SACAZDRAFT_RS01905	VWA domain-containing protein	NA	667	NA	Saccharomonospora azurea NA-128	Bacteria	Actinobacteria	Saccharomonospora
SACAZDRAFT_RS01830	cobaltochelatase subunit CobN	NA	1199	NA	Saccharomonospora azurea NA-128	Bacteria	Actinobacteria	Saccharomonospora
DESGI_RS03585	VWA domain-containing protein	NA	694	NA	Desulfotomaculum gibsoniae DSM 7213	Bacteria	Firmicutes	Desulfotomaculum
DESGI_RS03880	magnesium chelatase	NA	1579	NA	Desulfotomaculum gibsoniae DSM 7213	Bacteria	Firmicutes	Desulfotomaculum
DESGI_RS03590	magnesium chelatase	NA	342	NA	Desulfotomaculum gibsoniae DSM 7213	Bacteria	Firmicutes	Desulfotomaculum
KEK_RS00165	cobaltochelatase subunit CobN	NA	1202	NA	Mycobacterium thermoresistibile ATCC 19527	Bacteria	Actinobacteria	Mycobacterium
KEK_RS18110	VWA domain-containing protein	NA	639	NA	Mycobacterium thermoresistibile ATCC 19527	Bacteria	Actinobacteria	Mycobacterium
KEK_RS10895	magnesium chelatase	NA	460	NA	Mycobacterium thermoresistibile ATCC 19527	Bacteria	Actinobacteria	Mycobacterium
MHAR_RS08245	VWA domain-containing protein	NA	681	NA	Methanosaeta harundinacea 6Ac	Archaea	Euryarchaeota	Methanosaeta
MHAR_RS07360	magnesium chelatase	NA	423	NA	Methanosaeta harundinacea 6Ac	Archaea	Euryarchaeota	Methanosaeta
MHAR_RS08225	magnesium chelatase subunit H	NA	1258	NA	Methanosaeta harundinacea 6Ac	Archaea	Euryarchaeota	Methanosaeta
MHAR_RS06970	hypothetical protein	NA	1504	NA	Methanosaeta harundinacea 6Ac	Archaea	Euryarchaeota	Methanosaeta
METTADRAFT_RS06105	VWA domain-containing protein	NA	690	NA	Methanolinea tarda NOBI-1	Archaea	Euryarchaeota	Methanolinea
METTADRAFT_RS06010	cobaltochelatase	NA	1240	NA	Methanolinea tarda NOBI-1	Archaea	Euryarchaeota	Methanolinea
KUC_RS09715	VWA domain-containing protein	NA	576	NA	Halomonas boliviensis LC1	Bacteria	Proteobacteria	Halomonas
KUC_RS09695	cobaltochelatase subunit CobN	NA	1284	NA	Halomonas boliviensis LC1	Bacteria	Proteobacteria	Halomonas
PSF113_RS46860	magnesium chelatase	NA	335	NA	Pseudomonas fluorescens F113	Bacteria	Proteobacteria	Pseudomonas
PSF113_RS46860_fs_PSF113_RS46865	magnesium chelatase | VWA domain-containing protein	NA	555	-1	Pseudomonas fluorescens F113	Bacteria	Proteobacteria	Pseudomonas
PSF113_RS46855	cobaltochelatase subunit CobN	NA	1259	NA	Pseudomonas fluorescens F113	Bacteria	Proteobacteria	Pseudomonas
PSF113_RS39020	DUF815 domain-containing protein	NA	296	NA	Pseudomonas fluorescens F113	Bacteria	Proteobacteria	Pseudomonas
HQRW_RS06855	VWA domain-containing protein	NA	762	NA	Haloquadratum walsbyi C23	Archaea	Euryarchaeota	Haloquadratum
HQRW_RS06860	cobaltochelatase subunit CobN	NA	1310	NA	Haloquadratum walsbyi C23	Archaea	Euryarchaeota	Haloquadratum
SCATT_RS28965	cobaltochelatase subunit CobN	NA	1210	NA	Streptomyces cattleya NRRL 8057 = DSM 46488	Bacteria	Actinobacteria	Streptomyces
SCATT_RS04805	VWA domain-containing protein	NA	685	NA	Streptomyces cattleya NRRL 8057 = DSM 46488	Bacteria	Actinobacteria	Streptomyces
SCATT_RS04800	cobaltochelatase subunit CobN	NA	1219	NA	Streptomyces cattleya NRRL 8057 = DSM 46488	Bacteria	Actinobacteria	Streptomyces
KEG_RS0101710	cobaltochelatase subunit CobN	NA	1193	NA	Mycobacterium avium subsp. avium Env 77	Bacteria	Actinobacteria	Mycobacterium
KEG_RS0108510	VWA domain-containing protein	NA	583	NA	Mycobacterium avium subsp. avium Env 77	Bacteria	Actinobacteria	Mycobacterium
KEG_RS0109500	magnesium chelatase	NA	463	NA	Mycobacterium avium subsp. avium Env 77	Bacteria	Actinobacteria	Mycobacterium
GOARA_RS02575	ATPase	NA	320	NA	Gordonia araii NBRC 100433	Bacteria	Actinobacteria	Gordonia
GOARA_RS11310	magnesium chelatase	NA	487	NA	Gordonia araii NBRC 100433	Bacteria	Actinobacteria	Gordonia
GOARA_RS13695	VWA domain-containing protein	NA	665	NA	Gordonia araii NBRC 100433	Bacteria	Actinobacteria	Gordonia
GOEFS_RS03180	magnesium chelatase	NA	478	NA	Gordonia effusa NBRC 100432	Bacteria	Actinobacteria	Gordonia
GOEFS_RS10150	cobaltochelatase subunit CobN	NA	1223	NA	Gordonia effusa NBRC 100432	Bacteria	Actinobacteria	Gordonia
GOEFS_RS13530	VWA domain-containing protein	NA	670	NA	Gordonia effusa NBRC 100432	Bacteria	Actinobacteria	Gordonia
GOEFS_RS14255	MoxR family ATPase	NA	333	NA	Gordonia effusa NBRC 100432	Bacteria	Actinobacteria	Gordonia
GOAMR_RS01725	cobaltochelatase subunit CobN	NA	1204	NA	Gordonia amarae NBRC 15530	Bacteria	Actinobacteria	Gordonia
GOAMR_RS18150	magnesium chelatase	NA	477	NA	Gordonia amarae NBRC 15530	Bacteria	Actinobacteria	Gordonia
GOAMR_RS18320	VWA domain-containing protein	NA	648	NA	Gordonia amarae NBRC 15530	Bacteria	Actinobacteria	Gordonia
ON00_RS09295	magnesium chelatase	NA	325	NA	Sphingomonas echinoides ATCC 14820	Bacteria	Proteobacteria	Sphingomonas
