dir_name	evalue_chlI_bchI	evalue_chlD_bchD	evalue_chlH_bchH	evalue_cobN	evalue_cobS	evalue_cobT	evalue_bchE	evalue_chlB_bchB	evalue_chlG_bchG	evalue_chlL_bchL	evalue_chlM_bchM	evalue_chlN_bchN	evalue_cobD_cobC	evalue_cobO	evalue_cobP_cobU	evalue_cobQ	evalue_cobV_cobS	evalue_cysG_cobA
Oscillatoria_nigro_viridis_PCC_7112	0	0	0	0	1	1	1.52124e-116	0	0	0	9.75722e-125	0	7.42226e-39	1.67242e-80	7.65595e-36	4.49735e-139	4.45113e-15	1.25925e-74
Crinalium_epipsammum_PCC_9333	0	0	0	0	1	1	3.01196e-115	0	0	0	5.71754e-125	0	1.15277e-43	4.58469e-80	2.73885e-36	1.67293e-138	1	1.02478e-73
Cylindrospermum_stagnale_PCC_7417	0	0	0	0	1	1	4.51697e-118	0	0	0	2.1139e-123	0	1.19791e-38	1.16624e-83	1.74648e-33	1.7879e-135	2.58301e-15	4.41068e-72
Stanieria_cyanosphaera_PCC_7437	0	0	0	0	1	1	2.34014e-117	0	0	0	2.90801e-130	0	1.14303e-42	9.78738e-79	2.80556e-35	4.12685e-128	1.18031e-21	1.21452e-76
Dactylococcopsis_salina_PCC_8305	0	0	0	0	1	1	4.01991e-117	0	0	0	3.19154e-119	0	1.55188e-42	1.47173e-78	9.11721e-32	4.21322e-129	5.54787e-18	3.87292e-75
Cyanobacterium_aponinum_PCC_10605	0	0	0	0	1	1	8.96848e-116	0	0	0	1.55736e-122	0	1.2033e-39	3.29873e-84	7.7387e-32	1.78524e-133	1.55582e-20	1.54564e-74
Anabaena_cylindrica_PCC_7122	0	0	0	0	1	1	2.5452e-118	0	0	0	2.52957e-123	0	3.18427e-41	5.49879e-84	5.32285e-32	2.204e-134	1.08918e-19	6.78004e-72
Deinococcus_peraridilitoris_DSM_19664	3.74511e-108	9.30251e-86	1	0	1	1	1	1	1	1	6.73396e-16	1	6.72889e-53	1.25294e-49	2.94784e-48	2.408e-121	1	9.90668e-69
Corynebacterium_durum_F0235	1	2.70798e-76	1	0	1	1	1	1	1	1	1.56221e-15	1	2.74321e-86	1.37429e-107	1	5.31368e-136	3.58944e-26	1.8717e-92
Thioflavicoccus_mobilis_8321	1.45264e-146	1.58639e-98	0	1	1	1	0	0	4.64079e-121	9.66566e-166	1.71944e-69	1.89264e-171	2.65172e-96	1	1.40597e-70	0	2.32898e-55	3.8153e-73
Methanoregula_formicica_SMSP	6.74816e-116	1.05677e-136	0	1	1	1	1.22339e-48	1.64041e-17	2.25458e-22	9.51641e-59	1	1	5.05469e-54	1	1	7.6951e-128	1.01543e-37	4.11374e-71
Natronococcus_occultus_SP4	1	2.39572e-67	1	0	1	1	1	1	4.95531e-22	1	9.28987e-17	1	3.70578e-38	6.06135e-26	1	3.67294e-108	1	1.03931e-72
Saccharothrix_espanaensis_DSM_44229	0	3.12854e-92	1	0	1	1	8.91707e-20	1	1	1	2.96578e-16	1	1.89885e-107	8.38569e-111	1	5.83848e-165	3.24707e-47	6.50951e-161
Streptomyces_turgidiscabies_Car8	1.01955e-11	1.46858e-73	1	0	1	1	6.47765e-35	1	3.19343e-12	4.34894e-13	1.27976e-15	1	5.11696e-94	6.0849e-96	4.44427e-38	6.64824e-169	5.91234e-29	5.88245e-141
Pseudanabaena_biceps_PCC_7429	0	0	0	0	1	1	4.0293e-104	0	8.58201e-178	7.43211e-157	3.92222e-109	0	4.61025e-41	1.44512e-75	2.0773e-36	1.1215e-107	3.09455e-17	2.00883e-76
Geminocystis_herdmanii_PCC_6308	0	0	0	0	1	1	1.24927e-117	0	0	0	9.26613e-126	0	1.77921e-44	1.28204e-84	1.28085e-27	2.11132e-131	2.09107e-19	7.26129e-75
Fortiea_contorta_PCC_7126	0	0	0	0	1	1	0	0	0	0	3.68671e-123	0	1.51029e-40	4.01459e-84	1.00886e-32	3.54233e-138	9.51143e-19	1.2357e-76
Prochlorothrix_hollandica_PCC_9006_CALU_1027	0	0	0	0	1	1	8.32704e-112	0	0	0	8.0505e-119	0	9.15376e-43	1.46804e-81	1.90447e-29	1.37162e-134	3.02064e-17	1.89602e-74
Gordonia_aichiensis_NBRC_108223	0	6.11362e-57	1	0	1	1	1	1	1	1.69666e-12	8.16719e-12	1	1.51746e-98	1.38141e-107	1	9.38785e-155	1.72884e-44	2.20004e-160
Gordonia_hirsuta_DSM_44140_NBRC_16056	0	7.91986e-56	1	0	1	1	1	1	1	1	1	1	3.47504e-101	1.89808e-112	1	2.60225e-151	6.43992e-46	1.23985e-166
Gordonia_sihwensis_NBRC_108236	0	1.07907e-56	1	0	1	1	1	1	1	1.92296e-11	2.83964e-14	1	1.79231e-97	1	1	1.24324e-147	1.88655e-49	1.38522e-162
Gordonia_soli_NBRC_108243	0	2.52104e-61	1	0	1	1	1	1	1	3.20717e-13	2.85664e-15	1	3.45578e-98	2.98454e-106	1	4.80713e-144	2.7536e-44	1.9406e-173
Halococcus_thailandensis_JCM_13552	1	1.55274e-61	1	0	1	1	1	1	1.19239e-23	2.90401e-12	1.71162e-13	1	1.09144e-37	2.44869e-29	1	4.43708e-114	5.15446e-26	2.19656e-71
Haloferax_elongans_ATCC_BAA_1513	1	5.99782e-64	1	0	1	1	1	1	3.95297e-21	2.07221e-13	3.71743e-15	1	2.08461e-39	1.02619e-27	1	4.43075e-110	2.36854e-24	1.19306e-67
Halorubrum_californiensis_DSM_19288	1	1.07922e-58	1	0	1	1	1	1	2.16912e-20	1	1.29092e-14	1	5.85726e-37	1.71782e-26	1	9.4505e-110	2.07822e-23	2.89094e-70
Halococcus_saccharolyticus_DSM_5350	9.07355e-08	8.45964e-65	1	0	1.54911e-11	1	1	1	2.50459e-23	1	3.1988e-13	1	9.51618e-37	4.52664e-28	1	3.28412e-113	1.16431e-25	1.82598e-70
Halococcus_salifodinae_DSM_8989	1	2.24474e-63	1	0	1	1	1	1	2.13766e-22	1	1.50054e-13	1	8.09393e-34	2.48354e-28	1	5.28542e-112	6.5298e-25	2.88162e-67
Halorubrum_coriense_DSM_10284	1	4.02094e-60	1	0	1	1	1	1	6.61395e-21	1	3.88521e-15	1	1.20021e-30	1.55795e-25	1	4.04098e-109	1	2.22923e-69
Halogeometricum_pallidum_JCM_14848	1	9.15457e-67	1	0	1	1	1	1	9.22742e-25	9.68375e-15	3.08299e-12	1	4.13369e-36	4.2025e-31	1	7.64917e-113	4.80928e-26	3.36583e-71
Natrinema_versiforme_JCM_10478	1	9.7837e-67	1	0	1	1	1	1	5.94067e-23	1	9.91585e-16	1	8.89624e-42	5.7851e-26	1	1.17568e-106	2.41227e-22	2.5237e-69
Natronolimnobius_innermongolicus_JCM_12255	1	3.82217e-67	1	0	1	1	1	1	5.34185e-24	1.8329e-10	2.4785e-13	1	1.98627e-40	8.95652e-27	1	2.47394e-102	9.22432e-26	9.31309e-70
Halorubrum_tebenquichense_DSM_14210	1	9.62505e-56	1	0	2.06094e-11	1	1	1	3.16669e-20	1	6.59933e-15	1	3.37762e-34	2.10976e-25	1	7.5049e-111	1	2.27791e-69
Haloterrigena_limicola_JCM_13563	1	8.02021e-67	1	0	1	1	1	1	1.94403e-22	1	3.81607e-12	1	2.30232e-44	9.56247e-27	1	1.2676e-111	1.55824e-25	2.06104e-70
Halovivax_asiaticus_JCM_14624	1	1.59325e-64	1	0	1	1	1	1	9.60406e-21	1	6.94919e-13	1	7.00595e-36	4.72387e-23	1	6.90708e-99	1	2.42427e-73
Natrialba_asiatica_DSM_12278	1	6.01817e-62	1	0	1	1	1	1	2.91113e-22	1	1.65802e-15	1	1.4306e-44	1.10802e-26	1	4.75187e-109	1.87557e-24	4.19359e-70
Natronococcus_amylolyticus_DSM_10524	1	3.92821e-65	1	0	1	1	1	1	1.64412e-21	1	2.02942e-14	1	2.09552e-40	2.96826e-26	1	1.68105e-111	2.19694e-24	3.66854e-72
Natronococcus_jeotgali_DSM_18795	1	4.70055e-64	1	0	1	1	1	1	2.4491e-23	3.69703e-14	3.84819e-15	1	1.28967e-39	1.38964e-29	1	4.10781e-111	4.02441e-24	2.07276e-68
Natronorubrum_bangense_JCM_10635	1	9.29715e-65	1	0	1	1	1	1	9.79349e-21	4.63427e-12	6.75718e-14	1	1.54383e-42	9.04435e-27	1	2.58135e-110	4.82081e-27	1.37538e-70
Natronorubrum_sulfidifaciens_JCM_14089	1	2.405e-65	1	1	1	1	1	1	7.47023e-22	1	9.14374e-13	1	3.82073e-46	5.33123e-26	1	1.91076e-107	1.23367e-26	8.22015e-72
Haloarcula_vallismortis_ATCC_29715	1	2.11969e-61	1	0	1	1	1	1	1	4.41483e-12	1.36494e-13	1	6.45292e-37	1.35126e-28	1	1.65775e-110	3.91404e-24	3.55126e-71
Haloferax_mucosum_ATCC_BAA_1512	1	1.24136e-69	1	0	1	1	1	1	4.4132e-19	5.07766e-12	1.24309e-15	1	1.17776e-37	5.08949e-28	1	2.62233e-106	5.51327e-25	5.55554e-71
Halobiforma_nitratireducens_JCM_10879	1	3.94612e-67	1	0	1	1	1	1	1.39075e-23	1.06296e-13	2.60691e-14	1	5.02268e-38	4.82475e-26	1	3.52472e-106	5.69565e-25	9.39048e-70
Mycobacterium_haemophilum_DSM_44634	0	8.24852e-55	1	0	1	1	1	1	1	1	5.46549e-18	1	4.36525e-162	4.51704e-134	3.83911e-107	0	1.13877e-116	0
Nodularia_spumigena_CCY9414	0	0	0	0	1	1	3.2092e-116	0	0	0	3.30061e-122	0	1.31287e-43	1.93882e-81	2.2003e-33	1.03945e-139	9.00311e-18	1.82641e-71
Nocardiopsis_kunsanensis_DSM_44524	1.11384e-158	3.18786e-63	1	0	1	1	2.39743e-23	1	1	9.93212e-14	1.57397e-17	1	1.16568e-85	8.20045e-104	4.57915e-44	0	1.22592e-29	8.59428e-131
Nocardiopsis_salina_YIM_90010	8.77867e-157	1.64813e-62	1	0	1	1	1	1	2.65021e-14	3.27496e-14	1.3967e-16	1	6.57844e-90	2.43034e-105	6.96532e-46	0	3.2108e-27	3.13463e-132
Nocardiopsis_halotolerans_DSM_44410	1	2.91342e-63	1	0	1	1	1	1	1	4.28752e-14	8.59084e-18	1	2.32838e-88	1.73374e-105	3.18649e-46	0	5.59172e-31	9.86835e-33
Nocardiopsis_ganjiahuensis_DSM_45031	5.55838e-179	4.69428e-90	1	0	1	1	1	1	9.79552e-16	1.02856e-12	3.38925e-17	1	4.68293e-86	8.11443e-107	1	0	3.42096e-30	1.48109e-133
Nocardiopsis_potens_DSM_45234	1.50959e-150	5.54581e-67	1	0	1	1	1	1	1	2.32912e-12	2.53561e-16	1	1.88558e-94	6.79895e-94	1.79513e-49	1.11053e-170	1	2.72157e-132
Nocardiopsis_lucentensis_DSM_44048	1	7.02479e-31	1	1	1.20288e-10	1	1	1	1	7.74673e-14	2.123e-14	1	3.9136e-90	3.95281e-107	8.60451e-50	0	1	8.71384e-134
Nocardiopsis_xinjiangensis_YIM_90004	1.09585e-156	1.6613e-63	1	0	1	1	8.2106e-24	1	1.22995e-13	2.94299e-12	1.93301e-16	1	3.94844e-89	1.53205e-104	3.43202e-47	0	2.33e-31	2.19202e-122
Nocardiopsis_gilva_YIM_90087	1	1.12824e-67	1	0	1	1	3.53024e-23	1	1	7.99501e-12	1.10741e-13	1	5.10501e-26	1.07243e-96	2.3565e-44	4.76045e-172	5.52255e-31	1.64915e-129
Nocardiopsis_baichengensis_YIM_90130	1	3.55469e-67	1	0	1	1	1	1	1	7.88762e-14	1.01055e-18	1	6.97443e-95	3.94666e-94	2.25228e-49	1.20475e-170	1.60543e-31	2.74342e-131
Rhodococcus_triatomae_BKS_15_14	0	9.58619e-58	1	0	1	1	1	1	1	1	1.77078e-14	1	2.47877e-110	5.6518e-117	1.70565e-48	4.54775e-151	5.72023e-55	0
Streptomyces_mobaraensis_NBRC_13819_DSM_40847	4.67991e-11	1.08827e-72	1	0	1	1	1.677e-16	1	1	1	1.31358e-15	1	5.13601e-86	1.10454e-94	1.9447e-40	7.38969e-15	2.33356e-30	9.84456e-159
Gordonia_malaquae_NBRC_108250	0	1.20509e-57	1	0	1	1	1	1	1	1	2.34864e-12	1	2.7449e-95	7.38192e-116	9.90494e-47	1.76525e-156	8.10563e-43	3.46556e-158
Gordonia_paraffinivorans_NBRC_108238	0	2.10212e-58	1	0	1	1	1	1	1	1.65638e-12	4.63695e-16	1	2.96027e-102	8.48448e-109	1.55809e-51	8.3079e-158	5.41686e-43	6.54034e-178
Corynebacterium_callunae_DSM_20147	0	1.21575e-54	1	1	1	1	1	1	1	1	4.52992e-16	1	1	1	1	1	1	8.34334e-83
Bradyrhizobium_oligotrophicum_S58	3.5665e-149	3.01817e-95	0	6.57683e-169	0	0	0	0	2.5493e-134	1.27521e-162	2.10959e-71	0	1.29896e-88	2.15075e-83	2.25878e-57	0	3.25297e-29	2.09235e-62
Scytonema_hofmannii_PCC_7110	0	0	0	0	1	1	1.76157e-118	0	0	0	1.393e-125	0	3.0365e-43	8.70919e-77	1	7.30599e-136	2.58529e-20	1.35166e-72
Streptomyces_davaonensis_JCM_4913	4.76248e-51	2.7663e-74	1	0	1	1	3.76993e-28	1	1	1	3.62536e-15	1	1.49439e-95	1.2976e-96	4.31365e-41	2.31396e-171	4.70087e-27	2.03285e-150
Richelia_intracellularis_HH01	0	0	0	0	1	1	0	0	1.75971e-176	0	7.44747e-113	0	6.47866e-38	4.77883e-74	9.5216e-35	1	1.19487e-16	2.09854e-77
Thermoplasmatales_archaeon_BRNA1	8.11331e-110	1.42149e-83	1	0	1	1	1	1	1	9.65489e-50	2.78428e-16	1	2.79925e-47	9.0192e-39	1	3.67396e-106	8.48456e-32	2.78018e-77
Marinobacter_nanhaiticus_D15_8W	1	6.11485e-70	1	0	1	1	1	1	1	1	2.25722e-16	1	1.39071e-93	3.24687e-81	5.05622e-53	0	3.49669e-21	2.8813e-71
Actinopolyspora_halophila_DSM_43834	1	1.49587e-63	1	0	1	1	1	1	1	1	7.12561e-16	1	9.88475e-100	9.5859e-108	4.07982e-43	1.88765e-163	5.4649e-51	4.89e-161
Methanocaldococcus_villosus_KIN24_T80	1	1.65079e-120	8.70453e-127	0	1	1	3.61372e-18	1	1.24567e-22	2.70036e-56	1	1	2.55497e-152	1	1	0	5.13466e-89	7.04644e-109
Corynebacterium_ciconiae_DSM_44920	1	3.8273e-77	1	0	1	1	1	1	1	1	2.25751e-16	1	5.72915e-83	3.90025e-99	1	1.5569e-144	4.30885e-27	7.94432e-85
Kribbella_catacumbae_DSM_19601	0	1.86379e-63	1	0	5.52374e-12	1	1	1	1.04778e-15	1.10107e-12	6.35391e-16	1	3.5994e-91	8.04485e-112	1.35516e-45	0	2.44236e-20	3.7374e-153
Streptomyces_scabrisporus_DSM_41855	1	2.55046e-66	1	0	1	1	2.79921e-19	1	3.4966e-16	3.4375e-13	1.96013e-19	1	8.46894e-92	3.77351e-101	3.0738e-44	6.29478e-172	1.49738e-31	3.43166e-163
Methylocystis_rosea_SV97	7.45048e-149	2.98512e-90	0	9.68614e-164	0	0	0	0	1.95372e-131	4.13699e-160	1.60644e-74	0	2.16553e-75	6.45451e-79	4.52883e-52	0	1.47692e-36	3.28805e-60
Methyloversatilis_thermotolerans	9.86777e-146	1.14599e-76	0	1	1	1	2.2464e-108	0	9.96122e-123	9.15309e-169	1.15535e-68	3.15674e-174	1.86453e-113	6.57973e-106	2.70643e-60	0	8.04617e-28	2.67197e-88
Frankia_discariae	1	1.50137e-61	1	0	1.68619e-12	1	2.61908e-14	2.9883e-19	1	4.60687e-50	7.76828e-18	1	5.14194e-98	5.57195e-91	9.89143e-35	7.48478e-164	7.49323e-32	1.44254e-85
Frankia_elaeagni	1.54426e-12	7.76222e-66	1	0	1	1	5.13326e-36	1.67387e-17	3.07606e-13	4.02021e-51	1.11254e-14	1	4.14062e-100	3.52442e-95	5.54315e-37	2.25184e-160	1.17564e-30	1.52607e-87
Actinomadura_flavalba_DSM_45200	0	1.75741e-61	1	0	1	1	1	1	1	1.44854e-14	6.7878e-16	1	1.95426e-98	6.22923e-99	1	3.97941e-173	3.69938e-34	4.59105e-140
Actinokineospora_enzanensis_DSM_44649	0	3.75397e-69	1	0	1	1	2.35942e-22	1	1	1	1.22668e-15	1	2.97893e-104	2.08794e-114	1	8.91822e-171	1.72079e-51	1.4804e-163
Streptomyces_hokutonensis	1	4.84523e-75	1	0	1	1	6.56362e-28	1	9.12735e-14	2.00787e-13	1.76745e-15	1	1.44701e-92	1.34067e-96	5.59029e-39	1.59557e-170	1.51257e-29	9.80714e-155
Hahella_ganghwensis_DSM_17046	3.6484e-13	7.89785e-54	1	0	1	1	1.63973e-12	1	1	7.04296e-12	3.91767e-16	1	2.29487e-94	1.17736e-76	1.88254e-50	0	3.0217e-27	7.21448e-68
Methanothermococcus_thermolithotrophicus_DSM_2095	1	1.1281e-77	1.08516e-162	1	1	1	5.5903e-39	4.92884e-31	6.42668e-28	1.37835e-61	3.0429e-13	1	2.46455e-145	1	1	0	1.07497e-57	2.11466e-133
Marinobacterium_rhizophilum_DSM_18822	1	1.11315e-59	1	0	1.08994e-165	1.55445e-97	1	1	7.623e-14	1	2.34781e-14	1	1.09032e-91	3.08233e-97	8.3866e-56	0	5.93065e-31	4.75011e-71
Elioraea_tepidiphila_DSM_17972	8.55917e-152	8.02139e-94	0	1	0	0	1.02132e-124	0	1.64582e-124	2.56535e-161	7.21176e-69	0	1	1	1	1	1	1
Halomonas_lutea_DSM_23508	1	3.05808e-70	1	0	1	1	1	1	1	1	1.65459e-15	1	3.08204e-54	3.89237e-89	1.18293e-27	0	2.25586e-29	3.42817e-74
Sciscionella_marina_DSM_45152	0	2.60736e-34	1	0	2.09176e-159	2.84808e-80	1	1	1	1	3.23854e-17	1	1.13525e-103	3.01015e-107	1	1.84688e-160	1.15384e-49	2.02098e-153
Lamprocystis_purpurea_DSM_4197	1.13826e-148	9.03389e-92	0	1	1	1	0	0	1.41081e-115	3.86003e-162	7.85408e-71	1.9732e-172	1.9023e-61	5.60869e-99	3.43948e-64	0	1.45203e-56	2.26715e-72
Actinomycetospora_chiangmaiensis_DSM_45062	0	1.53679e-67	1	0	1	1	1	1	1	4.35687e-14	5.09426e-14	1	3.46387e-104	4.66924e-108	1.02806e-39	3.56102e-158	5.22966e-46	4.23109e-152
Actinoplanes_globisporus_DSM_43857	0	1.00316e-65	1	0	1	1	6.58049e-28	1	1	1.43721e-13	7.4817e-17	1	8.20526e-90	3.20442e-93	1	0	1.19785e-46	2.80314e-132
Catelliglobosispora_koreensis_DSM_44566	1	3.58022e-111	1	0	1	1	1	1	1.85696e-14	1	4.61209e-17	1	1.31342e-86	9.98138e-96	1	1.57981e-177	1.68523e-42	2.22016e-134
Longispora_albida_DSM_44784	1	4.96506e-87	1	0	1	1	1	1	1	1	2.73651e-16	1	2.09917e-88	3.49842e-91	1	2.68956e-156	5.3132e-37	9.25901e-138
Mycobacterium_hassiacum_DSM_44199	0	3.94059e-57	1	0	1	1	1	1	1.86406e-13	2.94872e-13	7.62549e-16	1	3.94596e-131	1.3935e-127	1	2.41883e-153	1.62002e-89	0
Gordonia_kroppenstedtii_DSM_45133	0	2.565e-58	1	0	1	1	1	1	1	1	4.06396e-13	1	2.95977e-94	1.50059e-112	1	2.46644e-152	1.20233e-47	1.55879e-174
Smaragdicoccus_niigatensis_DSM_44881_NBRC_103563	1	7.04649e-92	1	0	1	1	1	1	1	1	4.55081e-15	1	1.8892e-107	5.06768e-117	1	8.11847e-150	9.0377e-45	0
Paenibacillus_ginsengihumi_DSM_21568	1	4.86744e-69	1	0	1	1	1.22036e-24	1	6.99674e-13	1.62169e-15	5.98262e-18	1	2.17083e-46	1	7.67112e-51	1.22828e-135	8.44601e-29	3.60486e-84
Streptomyces_sulphureus_DSM_40104	1	1.69344e-73	1	0	1	1	1.48003e-19	1	1	8.05115e-14	1.37812e-16	1	7.16042e-91	5.03778e-99	3.92766e-38	1.86315e-164	1.94645e-27	3.05175e-158
Fusobacterium_russii_ATCC_25533	6.53084e-111	2.89998e-119	1	0	1	1	5.46108e-23	1	1	1.30865e-51	1	1	2.8814e-54	1.03282e-46	2.27917e-40	1.8603e-116	4.16043e-29	1.21294e-74
Actinomadura_atramentaria_DSM_43919	0	4.43375e-69	1	0	1	1	1	1	1	1	2.00549e-14	1	8.95717e-102	8.35771e-99	5.74654e-45	3.2791e-179	1.31202e-32	4.11241e-151
Variovorax_paradoxus_110B	1	1.44118e-55	4.84663e-97	0	7.89511e-162	1.58617e-78	1	1	1	4.37283e-13	6.50535e-16	1	3.43509e-52	1.76373e-54	7.47865e-44	8.43929e-113	3.25558e-26	1.07712e-82
Hyphomicrobium_zavarzinii_ATCC_27496	5.03849e-141	5.34843e-79	0	9.60874e-178	0	0	2.40437e-115	0	9.39395e-125	8.49287e-167	3.58677e-72	0	3.31515e-48	3.49349e-84	2.92418e-62	0	1.85363e-20	7.96496e-77
Duganella_zoogloeoides_ATCC_25935	1	4.81693e-119	1	0	1	1	1	1	1	1	3.33798e-16	1	2.72607e-98	1.2117e-102	5.01264e-51	0	1.39818e-28	4.46553e-92
Amycolatopsis_benzoatilytica_AK_16_65	0	4.15327e-98	1	0	1.12686e-153	9.08054e-84	1	1	5.95072e-07	1	1.13714e-15	1	3.60794e-100	3.798e-113	2.35428e-59	0	4.08167e-35	3.84143e-159
Natronorubrum_tibetense_GA33	1	6.08877e-61	1	0	1	1	1	1	4.2114e-22	1	2.17523e-13	1	7.1888e-36	6.47514e-28	1	4.74659e-104	4.91338e-26	9.31894e-71
Actinopolyspora_mortivallis_DSM_44261	1	1.93919e-66	1	0	1	1	6.58324e-17	1	1	1	2.22424e-16	1	3.5397e-99	1.17913e-107	2.94222e-46	3.07526e-167	6.3248e-47	3.28701e-159
Sporichthya_polymorpha_DSM_43042	0	1.37796e-64	1	0	1	1	1	1	1	1	7.98194e-17	1	1.1917e-91	4.53185e-109	5.60779e-42	4.28666e-175	1.58799e-35	4.16801e-152
Succinispira_mobilis_DSM_6222	8.33385e-125	9.9994e-108	1	0	1	1	4.24133e-18	5.91177e-20	1	3.98628e-59	1	1	4.57694e-57	1.03606e-40	1.60069e-43	4.27299e-146	1	5.97322e-86
Streptomyces_purpureus_KA281	1	8.21331e-39	1	0	1	1	7.76508e-40	1	1	1	1.08931e-17	1	3.04847e-95	2.40628e-92	7.56842e-42	1.54288e-166	5.50965e-34	3.66209e-153
Amycolatopsis_balhimycina_FH_1894	0	2.76739e-100	1	0	1	1	1.89452e-22	1	8.75166e-15	1	5.14028e-16	1	1.64952e-95	4.1189e-110	1.98768e-56	0	3.001e-34	7.64422e-162
Amycolatopsis_nigrescens_CSC17Ta_90	0	1.46452e-65	1	0	4.1339e-155	2.20457e-73	1.3145e-34	1	1	1	4.6459e-16	1	4.2987e-97	3.57465e-110	6.04966e-59	6.26845e-180	5.25586e-40	1.19328e-168
Pseudomonas_protegens_CHA0	1	2.38399e-54	1	0	1	1	1	1	1	1	5.55748e-16	1	6.57898e-149	1.19913e-122	1.66899e-84	0	1.52027e-92	5.83678e-134
Paenibacillus_barengoltzii_G22	8.06332e-96	3.03123e-47	5.03491e-165	1	1	1	1.50968e-24	1	1.92674e-13	1	1.29948e-13	1	5.16176e-60	1	3.67624e-49	1.75286e-148	8.55544e-25	4.30871e-81
Corynebacterium_pyruviciproducens_ATCC_BAA_1742	1	1.58116e-50	1	0	1	1	1	1	1	1	1.20338e-17	1	2.31524e-73	9.97249e-93	4.82309e-45	1.82629e-141	1	1.08446e-79
Pseudomonas_resinovorans_NBRC_106553	1	4.80829e-60	1	0	1	1	1	1	1	1	1.04468e-14	1	2.46673e-155	4.68176e-125	1.40553e-86	0	3.66e-92	1.82131e-140
Leucothrix_mucor_DSM_2157	1	3.37992e-53	1	0	2.22975e-166	1.98831e-86	2.18612e-19	1	1	1	4.6993e-15	1	3.18559e-99	8.55368e-80	4.08165e-57	5.67647e-125	1.54053e-27	1.33962e-68
Patulibacter_americanus_DSM_16676	1	2.49588e-71	1	0	1	1	1	1	3.48123e-14	2.98682e-11	2.28362e-13	1	1.38035e-89	6.36691e-68	4.98914e-24	9.5149e-160	1.18504e-26	3.84086e-59
Desulfospira_joergensenii_DSM_10085	1	5.40022e-70	1.37278e-121	1	1	1	1.47092e-43	9.94879e-21	1	1.69066e-50	1.3923e-16	1	3.19968e-55	4.60889e-41	6.069e-54	1.72283e-125	1.13384e-16	1.86641e-84
Psychromonas_hadalis_ATCC_BAA_638	2.09732e-10	7.67066e-57	1	0	1	1	1	1	7.19133e-13	2.89045e-07	5.68153e-13	1	1.6705e-76	5.99636e-73	2.35205e-30	9.11598e-116	1.59882e-28	4.6151e-69
Nevskia_ramosa_DSM_11499	8.85125e-152	1.00133e-84	0	1	1	1	2.20735e-109	0	1.67216e-115	8.6587e-164	2.21878e-76	0	1	1	3.30684e-81	0	5.31629e-26	7.04104e-70
Sandarakinorhabdus_limnophila_DSM_17366	1.60472e-136	7.35838e-57	0	1	0	0	2.28104e-112	0	1.4523e-115	2.37363e-171	2.51739e-74	0	5.50661e-24	1	1	1	1	3.57991e-58
Aestuariimicrobium_kwangyangense_DSM_21549	1	2.56152e-62	1	0	1	1	1	1	1	1	2.2878e-15	1	9.03981e-73	1.81097e-105	2.12039e-49	1.04159e-161	8.0294e-33	9.44985e-82
Thermodesulfatator_atlanticus_DSM_21156	8.13672e-129	2.15386e-56	1	1.22381e-167	1	1	6.61941e-53	4.22432e-21	5.98732e-14	1.80029e-56	2.03454e-12	1	4.23621e-51	4.19737e-46	3.27607e-54	3.86787e-88	1.79435e-16	4.42125e-81
Desulfatiglans_anilini_DSM_4660	1	1.05629e-102	1	1	1	1	9.8347e-55	1	4.11308e-12	1.82299e-12	3.46707e-14	1	8.17474e-19	8.93757e-33	1.93762e-52	1	5.61732e-24	2.67751e-75
Oceanospirillum_beijerinckii_DSM_7166	1	2.97261e-68	1	0	1	1	1.8173e-15	1	1	1	6.54737e-14	1	5.35644e-85	9.6223e-73	1.04294e-50	0	1.30719e-19	2.57128e-75
Nocardioides_insulae_DSM_17944	0	4.70691e-61	1	0	1	1	1	1	1.6437e-15	1.3579e-13	8.46487e-14	1	2.06216e-84	4.1449e-105	3.44887e-86	0	1.4905e-34	1.0455e-144
Oceanospirillum_maris_DSM_6286	1	1.51515e-66	1	0	1	1	1.00831e-17	1	1	8.07126e-12	4.49e-13	1	1.54709e-85	5.20605e-75	2.33541e-55	0	2.75642e-20	1.18322e-72
Paludibacterium_yongneupense_DSM_18731	1	1.38318e-105	1	8.14529e-132	1	1	1	1	1	1.91443e-50	1.46795e-14	1	2.09965e-108	5.85757e-77	1	0	2.14862e-25	1.13096e-67
Porphyrobacter_cryptus_DSM_12079	8.05588e-149	1.88878e-83	0	1	3.97253e-179	0	9.48562e-114	0	1.67709e-121	2.12259e-169	1.21331e-70	0	1	1	1	1	1	2.20995e-61
Gordonia_shandongensis_DSM_45094	0	2.5569e-58	1	0	1	1	1	1	1	1	6.11402e-15	1	5.89768e-95	4.19845e-111	1	4.36947e-146	5.53618e-43	3.75564e-162
Granulicoccus_phenolivorans_DSM_17626	0	8.08329e-68	1	0	1	1	3.71818e-22	1	1	1.96707e-13	2.2392e-16	1	1.08384e-83	2.97035e-99	8.49301e-57	5.42822e-157	9.87386e-33	8.28124e-70
Pseudonocardia_asaccharolytica_DSM_44247_NBRC_16224	0	1.38151e-65	1	0	1	1	1	1	1	2.59962e-15	1.02922e-18	1	1.41933e-106	9.28192e-105	1	1.11349e-168	2.45721e-48	1.00229e-170
