org_id	bchD	bchE	bchH	bchI	bchI_f	chlB_bchB	chlD	chlG_bchG	chlH	chlI	chlI_f	chlL_bchL	chlM_bchM	chlN_bchN	cobD_cobC	cobN	cobO	cobP_cobU	cobQ	cobS	cobS_f	cobT	cobV_cobS	cysG_cobA
205536260	1.81e-10	1	1.18e-94	1.12e-84	1	1	1.36e-51	1	7.88e-126	5.43e-75	1	1	1	1	3.09e-71	0	3.01e-84	3.41e-44	6.08e-136	1	1	1	1.41e-14	3.8e-18
205978002	2.4e-85	2.23e-84	0	3.38e-154	1	0	2.59e-53	2.12e-115	1.35e-141	2.04e-87	1	2.04e-142	1.59e-75	0	1	2.98e-48	1	1	1	1	1	1	1	1
206520613	2.58e-08	1.82e-10	2.69e-109	1.08e-85	1	1	2.43e-64	9.06e-15	1.71e-154	2.39e-89	1	1.06e-40	0.000483	1	1.58e-170	0	1	1	0	1	1	1	6.75e-99	2.37e-138
206839298	6.08e-09	1	1	1.03e-61	1	1	2.3e-35	1	1	9.36e-58	1	1	1	1	1	1	2.03e-79	1	1	1	1	1	1	1.26e-65
207182889	1	1	6.38e-50	3.51e-49	1	1	6.04e-35	1	5.61e-57	3.11e-52	1	3.12e-33	2.39e-06	1	2.3e-63	0	4.18e-54	4.07e-35	7.75e-90	1	1	1	1.78e-05	3.87e-61
211899222	7.29e-08	1	1	4.55e-71	1	1	5.11e-50	1	1	7.28e-62	1	1	1	1	1	1	2.79e-67	1	1	1	1	1	1	4.86e-14
213141885	1	5.51e-16	1.32e-48	3.4e-60	0.000508	1	1.15e-47	1	2.15e-62	2.61e-58	1	1	8.16e-08	1	2.69e-97	0	3.86e-96	1.77e-55	0	1	1	1	1.53e-20	8.5e-111
214009690	2.59e-05	1	1.82e-53	4.13e-68	1	1	1.5e-50	4.26e-11	5.88e-142	2.47e-68	1	1	1.6e-05	1	2.61e-23	2.27e-177	1	1	1	1	1	1	6.72e-08	3.1e-57
214095605	6.6e-24	1.01e-83	2.25e-144	6.97e-94	6.97e-94	0	0	3.97e-131	0	1.22e-141	1.22e-141	7.93e-113	1.09e-60	4.86e-140	5.55e-24	0	2.72e-52	4.49e-15	6.62e-81	1	1	1	1	1.1e-53
214157896	3.38e-14	1.8e-16	1.51e-54	6.87e-88	0.000702	1	1.5e-66	1	1.92e-122	7.89e-87	1	6.61e-33	1	1	8.95e-38	1.97e-159	9.34e-20	5.62e-06	5.92e-95	1	1	1	1	5.16e-60
214279604	6.56e-11	1	8.85e-116	2.39e-84	1	1	7.38e-62	1	1.48e-144	3.42e-83	1	1	1	1	1	4.09e-75	1	1	1	1	1	1	1	1
214327483	3.86e-06	1	1	1.18e-76	1	1	1.62e-41	1	1	4.99e-60	1	1	1	1	1	1	1.12e-101	1	3.36e-104	1	1	1	1	3.67e-167
215267393	3.52e-47	0	0	3.56e-126	3.56e-126	0	4.94e-51	3.76e-92	0	8.6e-82	8.6e-82	8.75e-118	7.15e-54	3.24e-153	4.8e-49	1.96e-113	1	1.27e-22	6.78e-141	1.56e-28	1.56e-28	1	7.42e-14	8.46e-58
215729503	1.62e-10	1	5.25e-58	1.55e-72	5.54e-05	1	5.26e-48	1	9.43e-118	3.02e-73	1	1	1	1	3.11e-60	0	4.21e-67	2.83e-46	1e-125	1	1	1	1.17e-10	1.79e-45
216506607	9.8e-15	1	1.18e-59	2.59e-85	2.59e-85	9.91e-09	6.49e-63	1	2.08e-71	5.44e-84	5.44e-84	9.09e-42	2.06e-05	1	1	3.46e-153	5.79e-43	1	1	1	1	1	1	1
216620661	1.4e-12	1	1	7.4e-81	1	1	4.53e-56	1	1	6.96e-85	1	1	1	1	6.35e-56	1	6.74e-74	1	7.89e-126	1	1	1	1	1
218073543	2.75e-06	1	1.55e-51	5.52e-67	1	1	3.62e-53	3.8e-10	4.87e-145	2.68e-59	1	1	2.37e-08	1	4.63e-21	0	2.57e-13	1	1.61e-78	1	1	1	8.25e-07	2.31e-52
219237396	3.44e-16	1	8.77e-60	2.04e-75	1	1	2.73e-50	1	2.64e-140	2.63e-70	1	1	1	1	1	0	7.31e-82	1	1.64e-122	1	1	1	1	1.07e-108
219711136	2.42e-11	3.32e-11	2.39e-56	1.48e-88	2.45e-08	1	2.58e-58	0.000282	9.33e-74	1.3e-80	1	1	9.13e-07	1	6.5e-67	0	8.35e-83	3.42e-41	2.28e-147	1	1	1	7.61e-09	1.02e-100
219931088	9.72e-07	1	7.5e-62	1.91e-76	7.2e-08	1	3.2e-54	1	7.54e-127	8.55e-74	1	1	1	1	1	0	7.66e-80	1	1.34e-132	1	1	1	1	6.66e-88
220112803	1.08e-12	1	3.1e-53	9.08e-87	9.08e-87	1	3.51e-59	6.71e-10	4.7e-147	8.32e-82	8.32e-82	1	5.64e-07	1	2.1e-22	0	1	1	1	1	1	1	1.36e-06	7.78e-56
221481237	9.81e-12	5.57e-05	4.02e-60	2.42e-88	1	1	2.37e-58	1	2.08e-128	4.22e-73	1	1	1.94e-07	1	1.93e-57	0	3e-73	5.7e-32	1.2e-124	1	1	1	3.09e-10	4.54e-97
221623026	1	1	2.01e-46	1.14e-63	1	1	1.07e-43	1	7.64e-54	1.8e-54	1	1	0.000176	1	6.52e-37	0	2.73e-65	9.26e-26	1.24e-155	4.09e-139	4.09e-139	1.42e-56	5.26e-10	3.05e-53
222303280	1	1	1.48e-48	2.62e-64	1	1	2.7e-41	1	3.63e-107	3.56e-55	1	1	0.000135	1	1	0	1	1	1	1	1	1	1	3.58e-53
223757829	1	1	9.09e-47	2.64e-65	1	1	1.15e-38	1	1.22e-59	6.69e-63	1	1	1.75e-05	1	7.48e-116	0	1.22e-92	4.16e-54	0	1	1	1	1.5e-28	3.14e-62
224691675	6.16e-52	1.01e-101	0	3.48e-123	1	0	9.31e-56	8.23e-104	5.7e-157	1.13e-80	1	1.61e-109	2.84e-53	2.47e-161	1	2.18e-108	1	1	1	1	1	1	1	1
225388281	5.42e-11	6e-08	1.26e-61	9.34e-78	2.87e-05	1	2.18e-48	1	1.54e-125	8.7e-62	1	1	2.95e-05	1	1.74e-72	0	9.58e-89	6.07e-30	8.59e-119	1	1	1	7.12e-24	8.47e-123
225501765	4.19e-12	4.58e-09	1.3e-77	8.52e-87	8.52e-87	1	4.45e-60	1	1.08e-121	4.99e-86	4.99e-86	1	1	1	9.39e-44	1.77e-178	3.66e-26	3.82e-10	1.09e-92	1	1	1	1	1.38e-55
225609484	1	1	4.76e-49	7.1e-56	1	1	9.88e-42	1	2.04e-111	1.37e-61	1	1	1	1	4.59e-74	0	1.97e-49	1	2.49e-164	1	1	1	1	5.06e-58
226392983	5.5e-06	3.66e-26	8.77e-54	5.97e-62	3.39e-05	1	9.51e-42	1	4.07e-116	4.98e-51	1	1	1	1	4.03e-37	0	1	1.3e-31	1.8e-99	1	1	1	0.000115	1.59e-41
226455332	2.15e-08	1	1	3.5e-81	1	1	1.45e-52	1	1	1.94e-66	1	1	1	1	1	1	4.07e-92	1	6.46e-118	1	1	1	1	6.05e-115
228047638	4.21e-11	1	1	4.86e-82	5.73e-05	1	2.59e-54	1	1	2.75e-71	1	1	7.61e-06	1	1	1	3.07e-86	1	4.73e-118	1	1	1	1	8.05e-107
228215696	1.4e-82	1.92e-84	0	8.09e-149	1	0	1.47e-53	1.46e-127	1.34e-142	7.36e-81	1	6.28e-137	1.06e-77	0	1	1.84e-50	1	1	1	1	1	1	1	1
228272702	1.97e-09	1	1	2.83e-78	0.000206	1	1.49e-49	1	1	8.14e-64	1	1	1	1	1	1	2.99e-90	1	1.45e-115	1	1	1	1	8.37e-112
228540960	1.6e-09	1	8.04e-101	1.23e-79	0.001	1	1.32e-53	1	5.09e-66	1.96e-69	1	1	1.04e-06	1	5.65e-81	0	3.41e-88	6.07e-30	2.52e-122	1	1	1	3.1e-29	4.49e-129
230972131	3.3e-13	1	6.37e-61	3.14e-92	1	1	8.88e-65	1	2.48e-137	1.7e-81	1	1	1	1	3.78e-43	0	3.56e-50	3.41e-26	1.75e-106	1	1	1	1	6.6e-64
231407903	1	1	1	1.48e-17	1	1	2.51e-20	1	1	5.28e-08	1	1	4.87e-05	1	1	1	1	7.68e-31	1	1	1	1	1.2e-07	1
231672442	6.2e-05	1	1	1.01e-74	1	1	4.05e-39	1	1	3.5e-53	1	1	1	1	1	1	1.04e-89	1	2.67e-111	1	1	1	1	2.91e-163
232136686	6.36e-09	1	1	1.72e-65	1	1	4.51e-37	1	1	1.65e-51	1	1	1	1	1	1	8.29e-89	1	6.61e-116	1	1	1	1	2.12e-136
233430217	1.29e-27	3.91e-96	5.28e-170	9.22e-94	9.22e-94	0	0	1.39e-171	0	4.05e-163	4.05e-163	2.54e-155	2.39e-103	0	5.42e-27	0	5.76e-59	2.63e-23	2.31e-100	1	1	1	1	2.94e-48
233480359	1	1	9.96e-50	1.18e-54	1	1	1.1e-32	1	1.74e-49	1.46e-43	1	1	0.000211	1	1.78e-35	0	4.51e-39	4.6e-31	6.88e-82	5.31e-06	5.31e-06	1	2.59e-08	6.42e-30
234011674	1.79e-27	0	1.94e-51	2.33e-52	1	1	0	1	6.48e-132	7.76e-54	1	1.31e-160	1	1	1	0	9.64e-60	1	1	1	1	1	1	1
234188411	1.75e-06	1	1	2.37e-76	1.07e-05	1	9.93e-48	1	1	4.23e-71	1	1	1	1	1	1	1.86e-76	1	4.3e-124	1	1	1	1	6.81e-96
234540435	8.32e-10	1	3.07e-56	3.21e-85	1	1	1.71e-54	1	7.25e-131	2.09e-80	1	1	6.3e-05	1	1.8e-61	0	6.27e-70	1	5.09e-115	1	1	1	1	3.23e-18
235273001	8.63e-10	1.98e-06	1.16e-120	1.23e-84	1	1.27e-19	2.7e-61	3.12e-15	1.08e-143	8.33e-84	1	7.37e-42	3.81e-06	1	4.2e-123	0	1	1	0	1	1	1	4.13e-54	5.64e-115
235445786	1.8e-13	1	5.57e-54	1.62e-84	1	1	7.86e-60	1	6e-60	5.32e-71	1	1	1	1	1.48e-69	8.7e-108	3.58e-57	1	0	1	1	1	1	1.26e-21
235798835	7.71e-12	1.23e-29	1	2.08e-78	3.13e-49	1	9.22e-66	7.82e-10	1	8.93e-78	1.04e-42	1	3.14e-05	1	1	1	1	1	1	1	1	1	1	1
236884842	4.98e-39	0	0	1.53e-115	1	0	1.82e-56	1.78e-77	0	2.58e-89	1	1.72e-118	2.56e-51	1.13e-143	2.04e-55	0	1.02e-79	4.88e-58	2.05e-162	0	0	0	3.59e-21	4.74e-121
237396079	1.85e-08	1	7.15e-60	1.28e-74	9.43e-05	1	2.24e-45	1	2.36e-123	3.85e-70	1	1	0.000334	1	1.14e-65	0	4.89e-70	8.45e-35	5.76e-129	1	1	1	9.28e-11	5.06e-57
237421587	7.33e-10	1	1.46e-56	1.99e-78	1	1	7.43e-46	1	2.12e-140	2.25e-72	1	1	0.000143	1	2.2e-64	0	1.49e-76	6.51e-29	1.23e-122	1	1	1	7.18e-11	6.53e-101
237575165	1.35e-13	1.55e-19	1.07e-59	2.18e-88	2.18e-88	5.17e-09	2.27e-59	1	1.18e-168	3.06e-74	3.06e-74	4.37e-37	1	1	4.06e-42	4.01e-179	1.83e-34	4.81e-36	2.07e-101	1	1	1	4.82e-05	2.4e-67
237897011	1	1	3.39e-51	7.13e-66	1	1	2.65e-39	1	2.09e-58	7.24e-59	1	1	1	1	1	0	6.56e-61	1	1	1	1	1	1	3.95e-56
238578715	6.01e-25	8.25e-99	4.84e-161	1.34e-92	1.34e-92	0	0	2.31e-169	0	2.71e-170	2.71e-170	5.71e-155	2.05e-110	0	2.13e-26	0	1.07e-60	2.76e-24	1.48e-101	1	1	1	1.26e-05	1.89e-56
239763176	1.58e-102	4.38e-85	0	8.01e-158	0.000143	0	3.85e-52	2.23e-130	8.83e-150	3.83e-79	1	3.11e-134	1.79e-82	0	1	5.18e-50	1	5.31e-44	1	1	1	1	1	1
240385029	5.58e-09	1	4.12e-61	1.4e-69	1	1	9.92e-46	1	4.98e-131	2.6e-73	1	1	1.16e-06	1	2.9e-71	0	2.18e-71	6.41e-35	2.4e-134	1	1	1	9.05e-12	4.99e-93
241758733	7.1e-06	1	3.68e-47	8.05e-68	1	1	5.92e-53	1.11e-10	1.48e-142	3.21e-59	1	1	2.24e-07	1	3.47e-18	0	8.95e-13	1	5.59e-85	1	1	1	2.24e-05	3.99e-55
241859450	2.36e-28	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
242498673	3.15e-05	4.9e-67	5.75e-115	1.3e-86	1	1.24e-09	2.54e-61	3.43e-11	1.3e-67	1.15e-81	1	1.55e-35	1.63e-06	1	4.62e-47	7.42e-65	1	1	4.42e-136	1	1	1	2.85e-24	2.75e-69
242812048	4.51e-18	4.43e-09	1.62e-63	3e-74	3e-74	1	1.35e-51	1	9.94e-141	1.73e-70	1.73e-70	1	0.000265	1	5.06e-39	4.62e-117	1	1.82e-36	9.56e-52	1	1	1	0.000332	1
243768393	2.57e-58	0	0	3.57e-127	3.57e-127	0	2.32e-51	4.34e-93	3.38e-150	3.97e-81	3.97e-81	4.38e-109	1.57e-56	7.79e-140	5.8e-53	1.26e-107	6.92e-60	1.85e-35	3.08e-109	1	1	1	1.69e-26	2.33e-56
244555499	7.26e-08	2.09e-08	4.28e-71	3.95e-89	3.95e-89	1.93e-05	3.8e-65	1	5.16e-79	1.66e-93	1	6.36e-30	1	1	8.99e-40	1.57e-76	1.37e-30	5.71e-30	2.01e-107	1	1	1	1	2.22e-66
244614164	8.27e-06	1.56e-32	1.6e-62	1.38e-65	1	1	9.13e-49	8.27e-11	1.97e-146	1.53e-54	1	1	0.000101	1	5.34e-23	0	2.38e-16	1	3.86e-88	3.61e-10	3.61e-10	1	1.59e-07	5.62e-56
245774437	5.1e-26	1	1	1.03e-52	1	1	0	1	1	3.57e-47	1	1	0.000273	1	1	1	1	1	1	1	1	1	1	1
246034201	4.18e-36	1.31e-175	0	4.12e-112	1	0	5.93e-57	2.16e-104	3.22e-140	3.34e-82	1	3.72e-125	1.18e-54	8.36e-161	1.31e-44	7.51e-50	1.59e-54	4.97e-45	2.95e-171	2.74e-157	2.74e-157	1.27e-156	1	1.86e-45
246773267	2.81e-14	1	1.9e-62	1.37e-80	1	1	7.15e-49	1	5.8e-129	1.05e-69	1	1	1	1	1	0	2.72e-83	1	1	1	1	1	1	1.06e-16
248136449	6.13e-79	3.4e-88	0	2.1e-153	1	0	3.93e-58	3.09e-136	1.57e-154	3.13e-87	1	4.09e-142	9.85e-82	0	1	2.65e-53	1	1	1	1	1	1	1	1
249414563	7.86e-07	1	1.79e-89	2.52e-77	2.52e-77	1	3.51e-48	1	1.14e-119	1.71e-62	1.05e-61	1	0.000422	1	6.23e-57	0	5.99e-80	2.14e-26	1.36e-93	1	1	1	1.37e-11	5.82e-49
250908110	7.93e-10	1	2.07e-62	1.83e-69	5.94e-05	1	6.75e-45	1	9.46e-129	1.88e-74	1	1	1.89e-08	1	3.56e-62	0	3.55e-79	5.86e-31	0	1	1	1	2.13e-09	7.72e-72
251303208	5.5e-20	6.29e-72	1	2.3e-97	2.3e-97	2.1e-110	1.1e-61	4.91e-73	1	8.1e-98	8.1e-98	1.95e-23	4.34e-31	5.67e-97	5.82e-38	1	1	9.58e-32	6.83e-99	1	1	1	8.92e-05	1
252542316	1.18e-05	1.72e-09	1	1.49e-81	1.15e-06	1	2.45e-59	1	1	1.99e-74	1	1	1	1	6.56e-37	1	2.01e-32	2.94e-18	2.76e-87	1	1	1	5.35e-08	5.28e-59
253768637	1	1	2.91e-50	8.81e-62	1	1	2.16e-51	1	1.25e-56	4.94e-61	1	1	1	1	1.6e-61	0	2.24e-57	2.94e-37	7.26e-172	1	1	1	3.43e-05	9.02e-51
255509172	7.99e-12	1	1	4.09e-72	1	1	7.63e-46	1	1	9.27e-73	1	1	1	1	3.42e-59	1	2.02e-79	1	1	1	1	1	1	4.22e-15
255692756	1.14e-12	1.73e-14	8.22e-108	9e-75	0.000814	1	5.43e-52	7.81e-05	1.46e-132	5.29e-72	1	0.000494	3.48e-06	1	2.15e-71	0	1.02e-82	1.24e-31	1.15e-123	1	1	1	2.37e-29	2.79e-97
257342895	1.13e-32	0	7.32e-143	5.12e-106	5.12e-106	0	1.57e-102	1.96e-152	0	2.03e-115	2.03e-115	1.71e-123	2.35e-76	0	2.16e-35	7.63e-177	1.68e-14	4.56e-27	2.19e-84	1	1	1	2.98e-08	3.71e-47
257816503	2.92e-06	1	4.81e-51	1.74e-68	1	1	5.48e-54	2.02e-11	2e-145	6.14e-66	1	1	1	1	1	0	1	1	1	1	1	1	1	8.19e-23
259039511	2.5e-09	1	1	6.74e-74	1	1	8.19e-48	1	1	1.53e-62	1	1	1	1	1	1	7.65e-90	1	5.99e-118	1	1	1	1	1.68e-120
260394064	1.3e-07	1	1	1.48e-69	9.9e-05	1	6.71e-40	1	1	2.51e-60	1	1	1	1	1	1	7.46e-93	1	5.39e-108	1	1	1	1	2.39e-158
261181763	1.02e-09	1	1	1.31e-72	1	1	5.55e-47	1	1	2.54e-67	1	1	1	1	3.45e-71	1	4.05e-81	1	1.21e-122	1	1	1	1	1.54e-108
261343094	4.74e-09	1	7.38e-61	1.41e-72	1	1	9.5e-45	1	2.66e-129	5.4e-72	1	1	1	1	5.11e-53	0	1.68e-79	4.06e-27	3.92e-129	1	1	1	1	3.03e-76
261770636	2.35e-16	1	1.93e-47	6.78e-89	6.78e-89	2e-08	2.24e-55	1	1.29e-127	5.55e-84	5.55e-84	8.88e-31	1	1	1	0	1	1	1	1	1	1	1	1
263961490	2.66e-12	1	1.21e-61	4.49e-85	4.49e-85	7.3e-05	1.05e-103	8.45e-09	1.56e-134	1.92e-81	1.92e-81	4.21e-39	9.32e-06	0.000866	3.46e-36	0	7.56e-27	1	5.52e-94	1	1	1	9.2e-18	4.74e-54
265908727	1.14e-09	7.46e-16	1.45e-59	1.17e-69	1	1	6.46e-45	1	2.84e-132	7.43e-70	1	1	2.21e-07	1	3.22e-55	0	4.78e-77	2.03e-19	5.59e-136	1	1	1	1.16e-16	4.92e-76
265920815	5.35e-15	1.45e-06	3.02e-62	3.45e-79	2.66e-05	1	3.92e-51	1	5.86e-132	3.11e-71	1	1	1.48e-06	1	5.55e-63	0	4.8e-82	5.27e-33	8.38e-127	1	1	1	1.24e-30	1.9e-93
265931936	2.38e-06	8.73e-08	1.3e-60	7.22e-77	1	0.00043	3.9e-52	1	4.94e-121	2.01e-68	1	2.77e-29	7.9e-06	1	3.25e-55	0	2.71e-71	5.79e-27	1.64e-119	1	1	1	1.51e-12	1.53e-57
266216406	5.67e-10	1	6.57e-58	4.99e-71	1	1	8.64e-47	1	5.67e-132	2.27e-71	1	1	1	1	1.05e-74	0	4.87e-70	1	1.14e-131	1	1	1	1	3.09e-85
269288460	2.08e-72	7.21e-85	0	3.38e-152	1	0	1.57e-53	2.43e-126	2.58e-143	1.83e-84	1	8e-136	1.85e-66	0	1	2.8e-51	1	1	1	1	1	1	1	1
269922026	2.48e-15	7.75e-13	6.97e-86	4.92e-92	1	4.4e-12	1.6e-70	3.86e-12	8.62e-162	5.48e-83	1	1.44e-35	1.53e-07	1	1e-37	1.77e-139	2.28e-26	1	2.13e-93	1	1	1	1.13e-13	9.62e-60
270705589	1.45e-08	1	3.97e-62	3.98e-73	1	1	1.47e-42	1	6.14e-127	3.21e-69	1	1	1	1	2.32e-56	0	1.59e-79	8.73e-25	5.3e-121	1	1	1	6.09e-12	1.22e-16
270711385	8.55e-06	1	4.31e-56	8.61e-70	1	1	1.54e-57	1	1.19e-142	2.97e-64	1	1	1	1	1	0	7.14e-17	1	3.95e-74	1	1	1	1	3.64e-55
271744003	5.04e-05	5.81e-37	3.44e-129	5.04e-85	5.04e-85	6.03e-21	4.83e-64	5.33e-10	1.25e-150	8.17e-84	8.17e-84	1.31e-37	1	1	4.22e-49	1.36e-103	1	1	4.4e-140	1	1	1	1.2e-17	2.24e-74
271989406	1.42e-09	1	1	8.09e-82	1	1	5.57e-52	1	1	4.54e-67	1	1	1	1	1	1	3.12e-88	1	1	1	1	1	1	5.28e-111
272523994	9.4e-10	1	1	1.17e-84	1	1	2.64e-59	1	1	1.87e-76	1	1	1	1	1.13e-57	1	4.3e-76	1	8.28e-126	1	1	1	1	1.96e-78
272867896	6.84e-65	1	1	1.01e-149	1	5.54e-14	1.56e-51	1	1	7.32e-78	1	2.1e-27	1	1	1	1	1	1	1	1	1	1	1	1
274668454	1	1	1.73e-57	1.11e-57	1	1	3.05e-37	1	2.33e-114	5.51e-49	1	1	1.01e-05	1	1.83e-102	0	1.46e-90	1.02e-53	0	1	1	1	1.53e-26	1.03e-60
275042035	5.25e-09	1	1	1.79e-80	1	1	3.51e-52	1	1	8.28e-68	1	1	1	1	1	1	8.01e-92	1	4.06e-117	1	1	1	1	6.52e-112
275257251	4.73e-14	1	6.07e-63	4.77e-80	1	1	1.84e-48	1	8.78e-124	3.96e-73	1	1	5.41e-08	1	1	0	2.95e-85	1	1	1	1	1	1	7.15e-14
275691950	3.38e-14	1	2.72e-62	2.82e-71	0.000555	1	1.84e-47	1	5.53e-78	6.28e-80	1	0.000228	1	1	6.98e-52	0	3.07e-74	9.78e-50	3.03e-168	1	1	1	2.16e-05	4.86e-44
276065157	1.54e-07	1	1	1.17e-74	8.19e-05	1	1.92e-39	1	1	1.33e-60	1	1	1	1	1	1	3.97e-88	1	7.83e-99	1	1	1	1	1.75e-143
276451494	6.28e-09	1	1	3.16e-74	1	1	1.07e-38	1	1	9.43e-57	1	1	1	1	1	1	4.79e-96	1	1	1	1	1	1	2.3e-144
276470426	1	1	6.29e-45	5.53e-60	1	1	2.22e-43	1	2.25e-51	4.02e-52	1	1	1	1	8.21e-39	0	1	1.46e-18	1	1	1	1	1.37e-06	1
277097771	1.25e-65	8.6e-86	0	2.61e-155	1	0	2.08e-56	2.9e-121	1e-146	5.19e-82	1	7.31e-141	1.11e-77	0	1	2.62e-47	1	1	1	1	1	1	1	1
280928611	7.39e-12	2.52e-06	4.39e-59	5.96e-84	6.89e-07	1	1.85e-53	1	4.25e-73	2.17e-78	1	1	4.72e-06	1	4.41e-65	0	1.71e-86	2.25e-34	7.95e-143	2.91e-123	2.91e-123	1.13e-55	4.11e-14	8.11e-103
280957506	1	1	8.87e-52	2.78e-61	1	1	5.98e-42	1	5.83e-57	4.28e-56	1	1	1	1	4.23e-30	0	4e-37	2.27e-20	1.98e-86	1	1	1	2.8e-07	3.76e-15
281995169	2.85e-10	1	1	4.84e-80	1	1	1.55e-52	1	1	2.97e-66	1	1	1	1	1	1	7.69e-91	1	1.93e-115	1	1	1	1	1.75e-113
282547440	1	9e-12	1	4.88e-16	1	1	3.15e-17	1	1	1	1	1	1.97e-07	1	7.49e-33	1	4.6e-31	2.64e-36	5.63e-116	1	1	1	3.27e-06	3.35e-60
282678045	1	1	1	1.14e-66	1	1	5.02e-42	1	1.11e-08	1.97e-55	1	1	1	1	1.24e-33	9.16e-80	1	2.21e-19	1	1	1	1	1	1
282821354	3.59e-12	2.16e-27	5.58e-58	1.99e-80	1	1	5.42e-53	0.000238	5.29e-126	1.46e-76	1	1	3.11e-05	1	6.35e-52	0	1.6e-70	1.11e-32	8.57e-120	1	1	1	1.07e-11	1.1e-96
283259523	4.65e-16	7.33e-38	6.94e-66	3.81e-93	1.23e-78	3.91e-12	7.52e-115	1.17e-11	3.59e-161	2.76e-82	1.84e-73	6.89e-38	1.6e-05	1	4.76e-37	0	1.04e-29	1	4.44e-93	1	1	1	5.08e-17	8.48e-56
283455266	8.87e-14	1	2.76e-55	5.39e-69	1	1	3.63e-47	1	5.87e-71	2.26e-68	1	1	1	1	1	0	1.8e-74	1	1	1	1	1	1	1.03e-38
284161877	1	1	4.35e-60	1.76e-72	1	1	2.7e-53	1	1.1e-141	5.24e-65	1	1	1	1	1	0	1	1	1	1	1	1	1	1.75e-58
285407339	1.73e-12	2.34e-35	8.33e-95	1.51e-81	1	1	5.98e-53	1	1.47e-70	2.6e-73	1	1	1.97e-06	1	1.23e-54	0	3.76e-81	9.9e-20	1.04e-138	1	1	1	4.29e-14	2.55e-70
286288777	1.32e-09	1	1	6.37e-79	1	1	2.55e-37	1	1	1.23e-54	1	1	1	1	1	1	4.29e-96	1	1	1	1	1	1	2.27e-147
286921764	2.51e-12	1	1.1e-60	3.12e-86	1	1	4.57e-58	1	8.83e-139	1.69e-85	1	1	1	1	1.11e-61	0	9.47e-74	1	9.85e-127	1	1	1	1	3.31e-13
287666219	9.81e-06	1	7.42e-61	1.17e-72	1	1	1.2e-37	1	1.02e-62	3.61e-58	1	1	1	1	2.53e-72	0	4.24e-82	2.87e-28	1.4e-117	1	1	1	6.82e-19	2.79e-100
289514874	2.99e-10	1	1	2.49e-75	1	1	7.81e-46	1	1	8.72e-59	1	1	1	1	1	1	5.52e-82	1	2e-119	1	1	1	1	3.6e-120
290196210	1	1	1.7e-51	6.43e-64	3.42e-06	1	4.8e-40	1	4.66e-122	6.85e-55	1	1	6.18e-06	1	1.59e-121	0	1.52e-96	3.24e-57	0	1	1	1	1.54e-32	7.14e-116
290275898	9.04e-18	1	8.22e-60	2.55e-81	2.55e-81	2.35e-12	3.12e-83	1	7.53e-154	2.68e-86	2.68e-86	1.55e-41	3.08e-06	0.00012	1.14e-44	0	3.89e-44	1.3e-35	8.03e-103	1	1	1	1.8e-11	2.77e-28
290297896	4.96e-77	0	0	1.73e-144	1.43e-05	0	8.95e-52	9.1e-130	7.59e-145	6.35e-86	1	1.04e-138	1.6e-92	0	1.36e-51	2.86e-105	1	6.29e-43	2.39e-138	1.46e-155	1.46e-155	8.32e-150	1.13e-07	1.17e-38
290696116	7.46e-09	5.12e-15	1	4.71e-89	1	1	1.09e-69	1	1	3.15e-85	1	1	1	1	1	1	1	1	1	1	1	1	1	1.07e-24
291288576	1	1	7.16e-47	2.2e-56	1	1	7.37e-38	1	6.45e-117	3.51e-51	1	1	9.61e-07	1	6.31e-102	0	1.67e-84	1.36e-46	0	1	1	1	1.11e-32	1.42e-62
291500345	9.72e-12	1	1	6.59e-90	1	1	2.66e-59	1	1	5.96e-80	1	1	1	1	1.6e-61	1	9.24e-75	1	1.26e-128	1	1	1	1	1
291624478	8.04e-08	1	7.18e-53	9.68e-69	1	1	1.75e-38	1	1.14e-124	1.01e-62	1	1	0.000328	1	5.12e-64	0	4.34e-83	4.47e-26	1.52e-97	1	1	1	3.23e-18	9.95e-63
292904967	5.25e-08	1	1.48e-103	6.62e-77	1	1	7.24e-38	1	4.1e-122	3.16e-57	1	1	0.000112	1	2.76e-71	0	3.01e-92	5.84e-27	1.62e-111	1	1	1	1.17e-43	5.84e-135
293017336	1.02e-57	1	0	3.03e-122	1	1.97e-21	1.2e-54	1	4.2e-151	1.81e-86	1	9.58e-25	1	2.48e-05	1	0	1	1	1	1	1	1	1	1
293235206	6.4e-10	5.86e-27	5.07e-100	2.92e-80	1	1	3.99e-51	1	4.35e-123	1.06e-84	1	1	2.66e-07	1	3.61e-65	0	3.37e-73	9.26e-32	6.06e-125	1	1	1	1.88e-12	5e-97
293894640	1.87e-11	8.31e-13	6.51e-57	3.9e-71	1	1	5.5e-47	1	1.64e-130	5.81e-72	1	1	1.52e-07	1	4.72e-56	0	4.08e-78	3.06e-23	9.81e-131	1	1	1	6.46e-19	2.15e-64
294033004	9.86e-10	1	2.29e-61	6.47e-72	1	1	4.05e-42	1	2.4e-128	2.82e-67	1	1	1	1	1	0	5.82e-75	1	1	1	1	1	1	5.27e-23
294622413	0.000555	1	1.68e-46	2.25e-51	1	1	1.12e-35	1	5.63e-114	1.11e-42	1	1	1	1	1	0	1	1	7.45e-76	1	1	1	1	1
